GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A024R7Z9	PDGFA	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000072|InterPro:IPR006782	9606	InterPro		F
UniProtKB	A0A024R7Z9	PDGFA	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A024RB20	GDF11	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839|InterPro:IPR017948	9606	InterPro		F
UniProtKB	A0A024RB20	GDF11	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A024RBC0	KITLG	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A024RBF5	KITLG	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A024RD33	VEGF	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000072	9606	InterPro		F
UniProtKB	A0A024RD33	VEGF	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A024RD37	VEGF	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000072	9606	InterPro		F
UniProtKB	A0A024RD37	VEGF	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A077CY02	BMP7	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839|InterPro:IPR017948	9606	InterPro		F
UniProtKB	A0A077CY02	BMP7	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A087WXB6	MDK	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000762	9606	InterPro		F
UniProtKB	A0A087WZZ3	RABEP1	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018514	9606	InterPro		F
UniProtKB	A0A087X1S5	FGF8	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A0A087X1S5	FGF8	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A097PIE4	BMP4	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839|InterPro:IPR017948	9606	InterPro		F
UniProtKB	A0A097PIE4	BMP4	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A0A0MQV6	FGF2	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A0A0A0MR43	VEGFA	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000072	9606	InterPro		F
UniProtKB	A0A0A0MR43	VEGFA	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A0A0MRQ4	VEGFA	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000072	9606	InterPro		F
UniProtKB	A0A0A0MRQ4	VEGFA	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A0A0MSC4	PDGFA	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006782	9606	InterPro		F
UniProtKB	A0A0A0MSH5	VEGFA	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000072	9606	InterPro		F
UniProtKB	A0A0A0MSH5	VEGFA	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A0A0MSH7	VEGFA	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000072	9606	InterPro		F
UniProtKB	A0A0A0MSH7	VEGFA	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A0A0MSI7	VEGFA	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000072	9606	InterPro		F
UniProtKB	A0A0A0MSI7	VEGFA	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A0A0MTB2	VEGFA	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000072	9606	InterPro		F
UniProtKB	A0A0A0MTB2	VEGFA	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A0A0MTG5	IL7	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001181|InterPro:IPR018049	9606	InterPro		F
UniProtKB	A0A0A0MTG5	IL7	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A0A0N0K8	Lefty1	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839	9606	InterPro		F
UniProtKB	A0A0A0N0K8	Lefty1	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A0B4U6M2	A0A0B4U6M2	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000773	9606	InterPro		F
UniProtKB	A0A0C4DG13	FGF13	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209|InterPro:IPR028279	9606	InterPro		F
UniProtKB	A0A0E3SU01	BDNF	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A0S1MI72	FGF8	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A0A0S1MI72	FGF8	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A0S2A5D6	GDF6	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839|InterPro:IPR017948	9606	InterPro		F
UniProtKB	A0A0S2A5D6	GDF6	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A0S2Z3E7	BDNF	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A0S2Z3M9	BDNF	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A0S2Z3T2	GDNF	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839	9606	InterPro		F
UniProtKB	A0A0S2Z3T2	GDNF	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A0S2Z3V2	GDNF	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839	9606	InterPro		F
UniProtKB	A0A0S2Z3V2	GDNF	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A0S2Z437	BTC	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A0Y0IMM4	A0A0Y0IMM4	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000072	9606	InterPro		F
UniProtKB	A0A0Y0IMM4	A0A0Y0IMM4	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A0Y0J542	A0A0Y0J542	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000072	9606	InterPro		F
UniProtKB	A0A0Y0J542	A0A0Y0J542	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A140G956	BMP4	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839	9606	InterPro		F
UniProtKB	A0A1U9WZ84	A0A1U9WZ84	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR022341|InterPro:IPR022350	9606	InterPro		F
UniProtKB	A0A1U9WZ84	A0A1U9WZ84	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A2Z1C250	BMP15	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839|InterPro:IPR015923|InterPro:IPR017948	9606	InterPro		F
UniProtKB	A0A2Z1C250	BMP15	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A2Z1C4N0	BMP15	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015923	9606	InterPro		F
UniProtKB	A0A348FVH7	AMH	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006799	9606	InterPro		F
UniProtKB	A0A348FVH8	AMH	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839|InterPro:IPR006799|InterPro:IPR017948	9606	InterPro		F
UniProtKB	A0A348FVH8	AMH	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A384NYY3	A0A384NYY3	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000072|InterPro:IPR006782	9606	InterPro		F
UniProtKB	A0A384NYY3	A0A384NYY3	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A3B3ISS9	A0A3B3ISS9	enables	GO:0008083	growth factor activity	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000151954|UniProtKB:P01241	9606	GO_Central		F
UniProtKB	A0A494C043	NRG1	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A494C0K4	NRG1	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A494C1F5	NRG1	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A494C1F8	NRG1	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A494C1G2	NRG1	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A499FJK2	TGFB1	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839|InterPro:IPR017948	9606	InterPro		F
UniProtKB	A0A499FJK2	TGFB1	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A499FJK2	TGFB1	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000954751	9606	UniProt		F
UniProtKB	A0A510GAF6	TGF-beta1	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A510GAF6	TGF-beta1	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839	9606	InterPro		F
UniProtKB	A0A5F9ZH41	VEGFA	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000072	9606	InterPro		F
UniProtKB	A0A5F9ZH41	VEGFA	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A7I2YQL8	TGFB1	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839	9606	InterPro		F
UniProtKB	A0A7I2YQL8	TGFB1	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A7I2YQL8	TGFB1	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000954751	9606	UniProt		F
UniProtKB	A0A7U3JVY0	FGF5C	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A0A7U3JVY0	FGF5C	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A7U3JVY2	FGF5B	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A0A7U3JVY3	FGF1A	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A0A7U3JVY7	FGF6A	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A0A7U3JVY9	FGF6B	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A0A7U3JVZ2	FGF2B	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A0A7U3JVZ2	FGF2B	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A7U3JVZ5	FGF1D	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209|InterPro:IPR028253	9606	InterPro		F
UniProtKB	A0A7U3JVZ8	FGF1B	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209|InterPro:IPR028284	9606	InterPro		F
UniProtKB	A0A7U3JVZ9	FGF5D	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A0A7U3JW00	FGF8B	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A0A7U3JW05	FGF7B	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A0A7U3JW08	FGF6C	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A0A7U3JW08	FGF6C	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A7U3JW12	FGF7A	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A0A7U3JW12	FGF7A	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A7U3JW18	FGF5A	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A0A7U3L4E7	FGF8A	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A0A7U3L5H2	FGF4C	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A0A7U3L5M4	FGF3A	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A0A7U3L5M4	FGF3A	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A0A7U3L5M7	FGF8C	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A0A7U3L649	FGF4A	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A0A7U3L6D0	FGF4B	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A0A7U3L6D0	FGF4B	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A1A515	FGF8	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002209	9606	InterPro		F
UniProtKB	A1A515	FGF8	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A1C2E7	GDF8	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839|InterPro:IPR015616|InterPro:IPR017948	9606	InterPro		F
UniProtKB	A1C2E7	GDF8	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A1C2E8	GDF8	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839|InterPro:IPR015616|InterPro:IPR017948	9606	InterPro		F
UniProtKB	A1C2E8	GDF8	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A1C2F0	GDF8	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839|InterPro:IPR015616|InterPro:IPR017948	9606	InterPro		F
UniProtKB	A1C2F0	GDF8	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A1C2F2	GDF8	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839|InterPro:IPR015616|InterPro:IPR017948	9606	InterPro		F
UniProtKB	A1C2F2	GDF8	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A1C2F7	GDF8	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839|InterPro:IPR015616|InterPro:IPR017948	9606	InterPro		F
UniProtKB	A1C2F7	GDF8	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A1C2G8	GDF8	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839|InterPro:IPR015616|InterPro:IPR017948	9606	InterPro		F
UniProtKB	A1C2G8	GDF8	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A1C2K4	GDF8	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839|InterPro:IPR015616|InterPro:IPR017948	9606	InterPro		F
UniProtKB	A1C2K4	GDF8	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A1L1B5	BMP6	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839|InterPro:IPR017948	9606	InterPro		F
UniProtKB	A1L1B5	BMP6	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A1NY82	LEFTY2	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839|InterPro:IPR017948	9606	InterPro		F
UniProtKB	A1NY82	LEFTY2	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A1NY82	LEFTY2	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000640755	9606	UniProt		F
UniProtKB	A1Z2K1	A1Z2K1	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002354	9606	InterPro		F
UniProtKB	A2A2V4	VEGFA	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000072	9606	InterPro		F
UniProtKB	A2A2V4	VEGFA	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A2NWD3	A2NWD3	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000072	9606	InterPro		F
UniProtKB	A2NWD3	A2NWD3	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A2RRG5	BMP8A	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839|InterPro:IPR017948	9606	InterPro		F
UniProtKB	A2RRG5	BMP8A	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A4D1W7	INHBA	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839|InterPro:IPR017948	9606	InterPro		F
UniProtKB	A4D1W7	INHBA	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A4FU96	BMP6	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839|InterPro:IPR017948	9606	InterPro		F
UniProtKB	A4FU96	BMP6	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A4FU97	BMP6	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839|InterPro:IPR017948	9606	InterPro		F
UniProtKB	A4FU97	BMP6	enables	GO:0008083	growth factor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0339	9606	UniProt		F
UniProtKB	A5YM40	TGFB3	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001839|InterPro:IPR017948	9606	InterPro		F
