ENSGene,Control_1,Control_2,SHSY5Y_1,SHSY5Y_2
ENSG00000235790,34,28,3,3
ENSG00000235794,0,0,0,0
ENSG00000235795,0,0,0,0
ENSG00000235797,0,0,0,0
ENSG00000235802,0,0,0,0
ENSG00000235803,0,0,0,0
ENSG00000235804,0,0,0,0
ENSG00000235805,0,0,0,0
ENSG00000235806,0,0,1,1
ENSG00000235808,0,0,0,0
ENSG00000235810,0,0,0,0
ENSG00000235811,0,0,0,0
ENSG00000235812,0,0,0,1
ENSG00000235813,0,0,0,0
ENSG00000235815,0,0,0,0
ENSG00000235816,0,0,0,0
ENSG00000235817,0,0,0,0
ENSG00000235818,0,0,0,0
ENSG00000235819,0,3,2,2
ENSG00000235820,0,2,0,0
ENSG00000235821,3,5,0,0
ENSG00000235823,173,179,777,768
ENSG00000235824,0,0,0,0
ENSG00000235827,0,0,0,0
ENSG00000235828,0,0,0,0
ENSG00000235829,0,0,0,0
ENSG00000235830,0,0,0,0
ENSG00000235831,15,21,4,5
ENSG00000235832,0,0,0,0
ENSG00000235833,0,0,0,0
ENSG00000235834,0,0,0,0
ENSG00000235836,0,0,0,0
ENSG00000235837,1,2,7,7
ENSG00000235838,0,0,0,0
ENSG00000235840,0,1,0,0
ENSG00000235843,0,0,0,0
ENSG00000235845,0,0,0,0
ENSG00000235847,0,0,0,0
ENSG00000235848,0,0,0,0
ENSG00000235849,0,0,0,0
ENSG00000235852,0,0,0,0
ENSG00000235855,0,0,1,1
ENSG00000235857,0,0,0,0
ENSG00000235858,0,0,0,0
ENSG00000235859,0,0,0,0
ENSG00000235861,0,0,0,0
ENSG00000235862,0,0,0,0
ENSG00000235863,110,126,17,17
ENSG00000235864,0,0,0,0
ENSG00000235865,0,0,0,0
ENSG00000235868,0,0,0,0
ENSG00000235869,0,0,0,0
ENSG00000235871,0,0,0,0
ENSG00000235872,36,24,30,29
ENSG00000235875,0,1,13,10
ENSG00000235876,0,0,0,0
ENSG00000235879,0,0,0,0
ENSG00000235880,0,0,0,0
ENSG00000235881,0,0,0,0
ENSG00000235884,3,2,0,0
ENSG00000235885,0,0,0,0
ENSG00000235886,0,0,0,0
ENSG00000235887,0,0,0,0
ENSG00000235888,11,14,3,3
ENSG00000235890,0,0,0,0
ENSG00000235892,0,0,0,0
ENSG00000235893,0,0,0,0
ENSG00000235895,0,0,0,0
ENSG00000235897,0,0,0,0
ENSG00000235899,0,0,0,0
ENSG00000235901,0,0,0,0
ENSG00000235902,0,0,0,0
ENSG00000235903,3,0,20,19
ENSG00000235904,0,0,0,0
ENSG00000235907,0,0,1,1
ENSG00000235908,0,0,0,0
ENSG00000235910,0,0,0,0
ENSG00000235911,0,0,0,0
ENSG00000235912,1,1,4,4
ENSG00000235914,0,0,0,0
ENSG00000235916,0,0,0,0
ENSG00000235917,0,0,0,0
ENSG00000235919,16,11,32,31
ENSG00000235920,0,0,0,0
ENSG00000235922,0,0,0,0
ENSG00000235924,0,0,0,0
ENSG00000235926,0,0,0,0
ENSG00000235927,37,30,4,3
ENSG00000235929,0,0,0,0
ENSG00000235930,0,0,0,0
ENSG00000235931,0,0,0,0
ENSG00000235932,0,0,0,0
ENSG00000235933,0,0,0,0
ENSG00000235934,0,0,0,0
ENSG00000235937,0,0,0,0
ENSG00000235939,407,400,442,442
ENSG00000235940,0,0,0,0
ENSG00000235942,0,0,0,0
ENSG00000235943,0,0,0,0
ENSG00000235944,42,36,466,483
ENSG00000235945,0,0,0,0
ENSG00000235946,8,7,14,12
ENSG00000235947,0,0,0,0
ENSG00000235951,0,0,0,0
ENSG00000235954,71,41,311,303
ENSG00000235955,0,0,0,0
ENSG00000235957,0,0,0,0
ENSG00000235958,0,0,1,1
ENSG00000235959,0,0,0,0
ENSG00000235961,33,22,46,53
ENSG00000235962,0,0,0,0
ENSG00000235963,0,0,0,0
ENSG00000235964,0,0,0,0
ENSG00000235965,0,0,0,0
ENSG00000235967,0,0,0,0
ENSG00000235968,0,0,0,0
ENSG00000235969,0,0,0,0
ENSG00000235972,0,0,0,0
ENSG00000235974,8,0,0,0
ENSG00000235975,0,0,0,0
ENSG00000235976,0,0,0,0
ENSG00000235978,1,0,8,11
ENSG00000235979,13,4,27,25
ENSG00000235981,0,0,0,0
ENSG00000235984,0,0,0,0
ENSG00000235988,0,0,0,0
ENSG00000235989,0,1,4,4
ENSG00000235990,0,0,7,7
ENSG00000235991,0,0,0,0
ENSG00000235992,0,0,0,0
ENSG00000235993,0,0,0,0
ENSG00000235994,0,0,0,0
ENSG00000235995,0,0,0,0
ENSG00000235996,0,0,0,0
ENSG00000235997,6,5,0,0
ENSG00000235998,0,0,0,0
ENSG00000236003,0,0,0,0
ENSG00000236004,0,0,0,0
ENSG00000236005,0,0,0,0
ENSG00000236007,0,0,0,0
ENSG00000236008,2,0,0,2
ENSG00000236009,0,0,0,0
ENSG00000236012,0,0,0,0
ENSG00000236013,22,24,4,4
ENSG00000236015,0,0,0,0
ENSG00000236017,28,20,17,14
ENSG00000236018,0,0,0,0
ENSG00000236021,5,6,52,52
ENSG00000236022,0,0,0,0
ENSG00000236024,0,0,0,0
ENSG00000236025,0,0,0,0
ENSG00000236026,0,0,0,0
ENSG00000236027,0,1,0,0
ENSG00000236028,0,0,0,0
ENSG00000236031,0,0,0,0
ENSG00000236032,0,0,0,0
ENSG00000236035,0,0,0,0
ENSG00000236036,2,0,0,0
ENSG00000236039,0,0,0,0
ENSG00000236040,0,0,0,0
ENSG00000236041,0,0,0,0
ENSG00000236042,0,0,0,0
ENSG00000236044,0,0,0,0
ENSG00000236045,0,0,0,0
ENSG00000236046,0,0,0,0
ENSG00000236047,0,0,0,0
ENSG00000236048,0,0,0,0
ENSG00000236049,6,2,0,0
ENSG00000236051,0,0,0,0
ENSG00000236052,0,0,0,0
ENSG00000236053,0,0,0,0
ENSG00000236054,0,0,0,0
ENSG00000236056,0,0,0,0
ENSG00000236058,0,0,0,0
ENSG00000236060,3,0,0,0
ENSG00000236062,0,0,2,2
ENSG00000236064,1,0,0,0
ENSG00000236065,22,16,36,35
ENSG00000236068,0,0,0,0
ENSG00000236069,0,0,0,0
ENSG00000236072,0,0,0,0
ENSG00000236073,0,0,0,0
ENSG00000236075,0,0,0,0
ENSG00000236076,0,0,0,0
ENSG00000236077,0,0,0,0
ENSG00000236078,5,0,0,0
ENSG00000236079,0,0,0,0
ENSG00000236080,0,0,0,0
ENSG00000236081,0,0,0,0
ENSG00000236083,0,0,0,0
ENSG00000236085,0,0,0,0
ENSG00000236086,0,0,0,0
ENSG00000236088,201,223,1061,1052
ENSG00000236090,0,1,0,1
ENSG00000236091,3,6,0,0
ENSG00000236094,0,0,0,0
ENSG00000236095,0,0,0,0
ENSG00000236097,0,0,0,0
ENSG00000236098,0,0,0,0
ENSG00000236099,0,0,0,0
ENSG00000236101,0,0,0,0
ENSG00000236102,0,0,0,0
ENSG00000236104,686,619,650,647
ENSG00000236105,0,0,0,0
ENSG00000236106,0,0,0,0
ENSG00000236107,2,5,2,2
ENSG00000236108,0,1,1,1
ENSG00000236109,0,0,0,0
ENSG00000236110,0,0,0,0
ENSG00000236111,0,0,0,0
ENSG00000236114,0,3,0,0
ENSG00000236115,0,0,1,1
ENSG00000236116,0,0,0,0
ENSG00000236117,0,0,0,0
ENSG00000236118,0,0,0,0
ENSG00000236119,0,0,0,0
ENSG00000236120,0,0,4,4
ENSG00000236121,0,0,0,0
ENSG00000236123,8,9,0,0
ENSG00000236124,0,0,0,0
ENSG00000236125,0,0,0,0
ENSG00000236126,0,0,0,0
ENSG00000236129,0,0,0,0
ENSG00000236130,9,10,1,0
ENSG00000236131,0,0,0,0
ENSG00000236132,0,0,0,0
ENSG00000236133,0,0,0,0
ENSG00000236136,0,0,0,0
ENSG00000236137,1,3,10,9
ENSG00000236138,0,0,0,0
ENSG00000236140,1,0,1,1
ENSG00000236141,0,0,0,0
ENSG00000236144,0,0,5,6
ENSG00000236145,0,0,0,0
ENSG00000236146,0,0,0,0
ENSG00000236148,0,0,0,0
ENSG00000236151,0,0,0,0
ENSG00000236152,0,0,0,0
ENSG00000236153,0,0,0,0
ENSG00000236154,0,0,4,3
ENSG00000236155,0,0,8,7
ENSG00000236156,0,0,0,0
ENSG00000236158,0,0,0,0
ENSG00000236159,0,0,0,0
ENSG00000236160,0,0,0,0
ENSG00000236162,0,0,0,0
ENSG00000236164,0,0,0,0
ENSG00000236165,0,1,1,0
ENSG00000236166,1,3,0,0
ENSG00000236167,0,0,0,0
ENSG00000236168,0,0,0,0
ENSG00000236170,0,0,0,0
ENSG00000236171,0,0,0,0
ENSG00000236172,0,0,0,0
ENSG00000236173,0,1,4,5
ENSG00000236175,0,0,0,0
ENSG00000236176,0,0,0,0
ENSG00000236179,0,0,0,0
ENSG00000236180,0,0,0,0
ENSG00000236182,0,0,0,0
ENSG00000236184,0,0,0,0
ENSG00000236185,0,0,0,0
ENSG00000236187,0,0,0,0
ENSG00000236188,0,0,0,0
ENSG00000236189,0,0,0,0
ENSG00000236190,0,0,0,0
ENSG00000236191,0,0,0,0
ENSG00000236193,0,0,0,0
ENSG00000236194,0,0,0,0
ENSG00000236195,0,0,0,0
ENSG00000236197,0,0,0,0
ENSG00000236199,0,0,0,0
ENSG00000236200,0,0,0,0
ENSG00000236202,0,0,0,0
ENSG00000236204,65,66,137,130
ENSG00000236205,0,0,0,0
ENSG00000236206,0,1,3,3
ENSG00000236208,0,2,3,3
ENSG00000236209,0,0,0,0
ENSG00000236211,0,0,0,0
ENSG00000236212,0,0,5,6
ENSG00000236213,14,36,85,85
ENSG00000236216,0,0,0,0
ENSG00000236217,0,0,0,0
ENSG00000236226,0,0,0,0
ENSG00000236229,0,0,0,0
ENSG00000236230,0,1,3,3
ENSG00000236231,0,0,0,0
ENSG00000236232,0,0,0,0
ENSG00000236234,0,0,0,0
ENSG00000236235,0,0,0,0
ENSG00000236238,0,0,0,0
ENSG00000236240,0,0,0,0
ENSG00000236241,0,0,0,0
ENSG00000236242,0,0,0,0
ENSG00000236243,0,0,0,0
ENSG00000236244,0,0,0,0
ENSG00000236246,0,0,0,0
ENSG00000236248,0,0,0,0
ENSG00000236252,1,0,0,0
ENSG00000236253,0,0,0,0
ENSG00000236254,0,0,0,0
ENSG00000236255,67,79,216,211
ENSG00000236256,0,5,13,13
ENSG00000236257,0,0,0,0
ENSG00000236258,0,0,0,0
ENSG00000236259,0,0,0,0
ENSG00000236261,0,0,0,0
ENSG00000236262,0,0,0,0
ENSG00000236263,0,0,0,0
ENSG00000236264,0,0,0,0
ENSG00000236266,0,0,0,0
ENSG00000236267,0,0,0,0
ENSG00000236268,0,0,0,0
ENSG00000236272,0,0,0,0
ENSG00000236274,0,0,0,0
ENSG00000236276,0,0,0,0
ENSG00000236277,0,0,0,0
ENSG00000236278,0,0,0,0
ENSG00000236279,0,0,30,28
ENSG00000236281,0,0,0,0
ENSG00000236283,276,392,8,7
ENSG00000236284,0,0,0,0
ENSG00000236285,0,0,0,0
ENSG00000236287,575,645,2128,2134
ENSG00000236289,0,0,1,1
ENSG00000236290,0,1,1,1
ENSG00000236292,0,0,0,0
ENSG00000236295,0,0,0,0
ENSG00000236296,0,0,0,0
ENSG00000236297,0,0,0,0
ENSG00000236299,0,0,0,0
ENSG00000236300,0,0,0,0
ENSG00000236301,0,0,0,0
ENSG00000236303,7,2,7,8
ENSG00000236304,0,5,0,0
ENSG00000236305,0,0,0,0
ENSG00000236306,0,0,1,1
ENSG00000236307,0,0,5,3
ENSG00000236308,0,0,0,0
ENSG00000236311,0,0,2,2
ENSG00000236312,0,0,0,2
ENSG00000236313,0,0,0,0
ENSG00000236316,0,0,0,0
ENSG00000236317,0,0,0,0
ENSG00000236318,0,0,0,0
ENSG00000236319,1,0,0,3
ENSG00000236320,0,0,1,1
ENSG00000236323,0,0,0,0
ENSG00000236324,0,0,0,0
ENSG00000236325,0,0,0,0
ENSG00000236326,0,0,0,0
ENSG00000236327,0,0,0,0
ENSG00000236330,0,0,0,0
ENSG00000236332,0,0,0,0
ENSG00000236333,0,0,0,0
ENSG00000236334,0,0,0,0
ENSG00000236335,0,0,0,0
ENSG00000236336,0,0,0,0
ENSG00000236337,0,0,0,0
ENSG00000236339,0,0,0,0
ENSG00000236340,0,0,0,0
ENSG00000236341,0,1,0,0
ENSG00000236343,0,0,0,0
ENSG00000236345,0,0,0,0
ENSG00000236347,0,2,1,0
ENSG00000236348,0,0,0,0
ENSG00000236349,0,2,0,0
ENSG00000236352,0,0,0,0
ENSG00000236354,0,0,0,0
ENSG00000236355,0,0,0,0
ENSG00000236356,0,0,0,0
ENSG00000236357,0,0,0,0
ENSG00000236358,0,0,33,34
ENSG00000236359,0,0,0,0
ENSG00000236360,0,0,0,0
ENSG00000236362,0,0,0,0
ENSG00000236364,0,0,0,0
ENSG00000236365,0,0,0,0
ENSG00000236366,0,0,5,5
ENSG00000236371,0,0,0,0
ENSG00000236372,0,0,0,0
ENSG00000236373,1,0,0,0
ENSG00000236375,0,0,0,0
ENSG00000236376,0,0,0,0
ENSG00000236377,0,1,0,0
ENSG00000236378,0,0,0,0
ENSG00000236379,0,0,0,0
ENSG00000236380,0,0,1,1
ENSG00000236382,0,0,0,0
ENSG00000236383,72,90,48,61
ENSG00000236384,0,0,0,0
ENSG00000236385,0,0,0,0
ENSG00000236386,0,0,0,0
ENSG00000236387,0,0,0,0
ENSG00000236388,0,0,0,0
ENSG00000236389,0,0,0,0
ENSG00000236390,0,0,0,0
ENSG00000236391,0,0,25,23
ENSG00000236393,35,48,1,1
ENSG00000236394,0,0,0,0
ENSG00000236395,0,0,0,0
ENSG00000236396,0,0,0,0
ENSG00000236397,37,31,48,53
ENSG00000236398,0,0,0,0
ENSG00000236400,0,0,0,0
ENSG00000236401,0,0,0,0
ENSG00000236403,0,0,0,0
ENSG00000236404,50,62,220,216
ENSG00000236405,0,0,0,0
ENSG00000236407,0,0,0,0
ENSG00000236408,0,0,0,0
ENSG00000236409,3,1,3,3
ENSG00000236411,0,0,0,0
ENSG00000236412,0,0,0,0
ENSG00000236413,0,0,0,0
ENSG00000236414,0,0,0,0
ENSG00000236417,0,0,0,0
ENSG00000236420,0,0,0,0
ENSG00000236423,34,19,40,41
ENSG00000236424,0,0,0,0
ENSG00000236425,0,0,0,0
ENSG00000236426,0,0,0,0
ENSG00000236427,0,0,0,0
ENSG00000236429,0,0,0,0
ENSG00000236430,0,0,0,0
ENSG00000236431,6,8,9,5
ENSG00000236432,2,1,4,4
ENSG00000236433,0,0,0,0
ENSG00000236434,0,0,0,0
ENSG00000236435,0,0,0,0
ENSG00000236436,0,0,0,0
ENSG00000236437,0,0,41,41
ENSG00000236438,2,0,17,17
ENSG00000236439,0,0,0,0
ENSG00000236440,0,0,0,0
ENSG00000236442,0,0,0,0
ENSG00000236444,2,7,0,0
ENSG00000236445,0,0,251,266
ENSG00000236446,0,0,0,0
ENSG00000236447,0,0,0,0
ENSG00000236449,143,111,575,545
ENSG00000236450,0,0,0,0
ENSG00000236451,1,3,0,0
ENSG00000236452,0,0,0,0
ENSG00000236453,13,6,0,2
ENSG00000236456,0,0,0,0
ENSG00000236457,0,0,0,0
ENSG00000236459,0,0,0,0
ENSG00000236460,0,0,0,0
ENSG00000236461,0,0,0,0
ENSG00000236463,1,6,2,2
ENSG00000236464,0,0,0,0
ENSG00000236466,0,0,1,1
ENSG00000236467,0,0,0,0
ENSG00000236468,0,0,0,0
ENSG00000236469,0,0,0,0
ENSG00000236471,2,2,0,0
ENSG00000236472,0,0,0,0
ENSG00000236473,0,2,0,0
ENSG00000236474,0,0,0,0
ENSG00000236475,0,0,0,0
ENSG00000236476,0,0,0,0
ENSG00000236477,0,0,0,0
ENSG00000236478,0,0,0,0
ENSG00000236480,4,4,1,3
ENSG00000236481,0,0,0,0
ENSG00000236483,0,0,0,0
ENSG00000236484,0,0,1,1
ENSG00000236485,0,0,0,0
ENSG00000236487,0,0,0,0
ENSG00000236489,0,0,0,0
ENSG00000236491,8,10,0,0
ENSG00000236493,2,1,2,2
ENSG00000236494,0,0,0,0
ENSG00000236495,0,0,0,0
ENSG00000236496,0,0,0,0
ENSG00000236497,0,0,0,0
ENSG00000236498,0,0,0,0
ENSG00000236499,1,1,10,10
ENSG00000236500,0,0,0,0
ENSG00000236501,0,0,1,1
ENSG00000236502,0,0,121,114
ENSG00000236503,0,0,0,0
ENSG00000236504,0,0,0,0
ENSG00000236505,0,0,0,0
ENSG00000236507,0,0,0,0
ENSG00000236508,0,0,0,0
ENSG00000236509,0,0,0,0
ENSG00000236510,0,0,0,0
ENSG00000236511,0,0,1,1
ENSG00000236512,1,2,0,0
ENSG00000236513,0,0,0,0
ENSG00000236514,0,3,12,9
ENSG00000236516,0,0,0,0
ENSG00000236519,0,0,19,15
ENSG00000236520,0,0,0,0
ENSG00000236521,0,0,0,0
ENSG00000236523,0,0,0,0
ENSG00000236525,0,0,0,0
ENSG00000236526,0,0,0,0
ENSG00000236527,0,0,0,1
ENSG00000236528,1,0,0,0
ENSG00000236529,8,16,14,14
ENSG00000236530,0,0,0,0
ENSG00000236531,0,0,0,0
ENSG00000236532,13,11,83,80
ENSG00000236533,0,0,0,0
ENSG00000236534,0,0,0,0
ENSG00000236535,0,0,0,0
ENSG00000236536,6,9,32,40
ENSG00000236538,0,0,0,0
ENSG00000236539,0,0,0,0
ENSG00000236540,6,15,56,47
ENSG00000236541,0,0,0,0
ENSG00000236542,0,0,0,0
ENSG00000236543,0,0,0,0
ENSG00000236544,0,0,0,0
ENSG00000236545,0,0,0,0
ENSG00000236546,0,0,0,0
ENSG00000236548,55,62,0,0
ENSG00000236549,0,0,0,0
ENSG00000236550,0,0,0,0
ENSG00000236552,111,96,87,107
ENSG00000236554,0,0,0,0
ENSG00000236555,0,0,0,0
ENSG00000236556,0,0,0,0
ENSG00000236559,0,0,0,0
ENSG00000236562,0,0,0,0
ENSG00000236564,0,0,0,0
ENSG00000236565,1,2,1,4
ENSG00000236567,0,0,0,0
ENSG00000236569,0,0,0,0
ENSG00000236570,0,0,0,0
ENSG00000236571,0,0,0,0
ENSG00000236572,0,0,0,0
ENSG00000236574,0,0,0,0
ENSG00000236576,0,0,0,0
ENSG00000236577,0,0,0,0
ENSG00000236580,0,0,0,0
ENSG00000236581,0,0,0,0
ENSG00000236582,0,0,0,1
ENSG00000236583,0,0,0,0
ENSG00000236590,0,0,0,0
ENSG00000236591,0,0,0,0
ENSG00000236592,0,0,0,0
ENSG00000236594,0,0,0,0
ENSG00000236595,0,0,0,0
ENSG00000236596,0,0,0,0
ENSG00000236597,0,0,0,0
ENSG00000236599,0,0,0,0
ENSG00000236601,0,0,0,0
ENSG00000236603,1,2,3,3
ENSG00000236604,0,0,0,0
ENSG00000236605,0,0,0,0
ENSG00000236606,0,0,0,0
ENSG00000236607,0,0,0,0
ENSG00000236608,0,0,0,0
ENSG00000236609,90,114,3161,3127
ENSG00000236610,0,0,0,0
ENSG00000236611,0,0,0,0
ENSG00000236612,0,0,0,0
ENSG00000236615,0,0,0,0
ENSG00000236616,0,0,0,0
ENSG00000236617,0,0,0,0
ENSG00000236618,1,0,17,29
ENSG00000236620,0,0,0,0
ENSG00000236626,0,0,0,0
ENSG00000236627,0,0,0,0
ENSG00000236634,0,0,0,0
ENSG00000236635,0,1,0,0
ENSG00000236636,0,0,0,0
ENSG00000236637,0,0,0,0
ENSG00000236638,0,0,0,0
ENSG00000236641,0,0,2,0
ENSG00000236643,1,1,15,14
ENSG00000236646,0,0,0,0
ENSG00000236647,0,0,0,0
ENSG00000236648,0,0,5,6
ENSG00000236651,6,0,0,0
ENSG00000236653,0,0,0,0
ENSG00000236654,0,0,2,2
ENSG00000236655,0,0,0,0
ENSG00000236656,0,0,0,0
ENSG00000236658,0,3,0,0
ENSG00000236662,0,0,0,0
ENSG00000236663,0,0,0,0
ENSG00000236664,0,0,0,0
ENSG00000236665,0,0,0,0
ENSG00000236666,0,0,0,0
ENSG00000236667,0,0,0,0
ENSG00000236668,0,0,0,0
ENSG00000236670,0,0,0,0
ENSG00000236671,11,15,46,45
ENSG00000236673,0,0,0,0
ENSG00000236674,0,0,0,0
ENSG00000236675,1265,1314,351,365
ENSG00000236676,0,0,0,0
ENSG00000236677,0,0,0,0
ENSG00000236678,0,0,6,7
ENSG00000236679,0,0,0,0
ENSG00000236680,0,0,0,0
ENSG00000236681,0,0,0,0
ENSG00000236682,49,37,17,14
ENSG00000236683,0,0,0,0
ENSG00000236686,0,1,0,0
ENSG00000236687,0,0,0,0
ENSG00000236689,0,0,0,0
ENSG00000236690,0,0,0,0
ENSG00000236691,0,0,0,0
ENSG00000236692,0,0,0,0
ENSG00000236695,0,0,0,0
ENSG00000236698,0,0,0,0
ENSG00000236699,3,1,8,8
ENSG00000236700,3,0,0,0
ENSG00000236701,0,0,0,0
ENSG00000236703,0,0,0,0
ENSG00000236704,0,0,0,0
ENSG00000236708,3,0,7,7
ENSG00000236709,0,0,0,0
ENSG00000236710,6,7,1,1
ENSG00000236711,0,0,0,0
ENSG00000236712,0,0,0,0
ENSG00000236713,0,0,1,1
ENSG00000236714,5,11,15,16
ENSG00000236716,0,0,0,0
ENSG00000236717,0,0,0,0
ENSG00000236718,0,0,0,0
ENSG00000236719,3,0,0,0
ENSG00000236720,0,0,0,0
ENSG00000236722,0,0,0,0
ENSG00000236723,0,0,0,0
ENSG00000236724,0,0,0,0
ENSG00000236731,0,0,0,0
ENSG00000236732,0,0,0,0
ENSG00000236733,0,0,0,0
ENSG00000236735,0,0,2,0
ENSG00000236736,0,0,0,0
ENSG00000236737,0,0,0,0
ENSG00000236739,0,0,0,0
ENSG00000236740,0,0,0,0
ENSG00000236741,0,3,0,0
ENSG00000236744,0,0,0,0
ENSG00000236745,0,0,0,0
ENSG00000236747,0,0,0,0
ENSG00000236748,0,0,0,0
ENSG00000236750,0,0,0,0
ENSG00000236751,0,0,6,7
ENSG00000236753,0,0,0,0
ENSG00000236754,0,0,0,0
ENSG00000236756,45,23,132,128
ENSG00000236758,0,0,0,0
ENSG00000236760,4,0,5,5
ENSG00000236761,0,0,0,0
ENSG00000236762,0,0,0,0
ENSG00000236763,0,0,0,0
ENSG00000236764,0,0,0,0
ENSG00000236768,0,0,0,0
ENSG00000236769,0,0,0,0
ENSG00000236770,0,0,0,0
ENSG00000236772,0,0,0,0
ENSG00000236773,1,0,1,0
ENSG00000236775,0,0,0,0
ENSG00000236776,0,0,0,0
ENSG00000236777,0,0,0,0
ENSG00000236778,18,32,35,35
ENSG00000236779,0,0,0,0
ENSG00000236780,14,22,34,34
ENSG00000236782,4,0,12,19
ENSG00000236783,0,0,0,0
ENSG00000236785,0,0,0,0
ENSG00000236786,0,0,0,0
ENSG00000236790,0,1,8,9
ENSG00000236791,0,0,0,0
ENSG00000236792,0,0,0,0
ENSG00000236794,0,0,0,0
ENSG00000236795,0,0,0,0
ENSG00000236796,0,3,15,15
ENSG00000236797,0,0,0,0
ENSG00000236799,0,0,0,0
ENSG00000236800,0,0,0,0
ENSG00000236801,0,0,0,0
ENSG00000236803,0,0,0,0
ENSG00000236804,0,0,0,0
ENSG00000236806,0,0,0,0
ENSG00000236807,0,0,0,0
ENSG00000236809,0,0,0,0
ENSG00000236810,55,55,135,136
ENSG00000236811,0,0,0,0
ENSG00000236813,0,0,0,0
ENSG00000236814,0,1,2,4
ENSG00000236816,0,0,53,49
ENSG00000236817,0,0,0,0
ENSG00000236818,0,0,0,0
ENSG00000236819,0,1,11,11
ENSG00000236822,0,0,0,0
ENSG00000236823,0,0,0,0
ENSG00000236824,0,0,0,0
ENSG00000236825,0,0,0,0
ENSG00000236827,0,0,2,2
ENSG00000236828,0,0,0,0
ENSG00000236829,2,6,15,17
ENSG00000236830,8,5,7,8
ENSG00000236831,0,0,0,0
ENSG00000236832,0,0,0,0
ENSG00000236833,0,3,3,1
ENSG00000236834,0,0,0,0
ENSG00000236836,0,0,0,0
ENSG00000236837,0,0,0,0
ENSG00000236838,0,0,0,0
ENSG00000236839,0,0,0,0
ENSG00000236841,2,3,0,0
ENSG00000236842,0,0,0,0
ENSG00000236844,0,0,0,1
ENSG00000236846,0,0,0,0
ENSG00000236847,0,0,0,0
ENSG00000236848,0,0,3,2
ENSG00000236849,26,20,1,1
ENSG00000236852,0,0,0,0
ENSG00000236853,0,0,0,0
ENSG00000236854,2,1,1,1
ENSG00000236856,0,0,0,0
ENSG00000236857,0,0,0,0
ENSG00000236858,0,0,0,0
ENSG00000236859,107,130,409,408
ENSG00000236860,0,0,0,0
ENSG00000236861,0,1,1,1
ENSG00000236862,0,0,0,0
ENSG00000236863,0,0,0,0
ENSG00000236864,0,0,0,0
ENSG00000236866,0,0,0,0
ENSG00000236867,0,0,0,0
ENSG00000236869,104,138,507,509
ENSG00000236870,0,0,0,0
ENSG00000236871,71,58,81,77
ENSG00000236872,0,0,0,0
ENSG00000236874,0,0,0,0
ENSG00000236875,0,0,0,0
ENSG00000236876,0,0,0,0
ENSG00000236877,0,0,0,0
ENSG00000236878,0,0,0,0
ENSG00000236880,0,0,0,0
ENSG00000236882,6,5,3,3
ENSG00000236883,0,0,0,0
ENSG00000236885,0,0,4,4
ENSG00000236886,3,2,9,11
ENSG00000236887,0,0,0,0
ENSG00000236888,0,0,0,0
ENSG00000236889,0,0,2,3
ENSG00000236890,0,0,0,0
ENSG00000236892,1,0,0,0
ENSG00000236893,0,0,0,0
ENSG00000236894,2,4,0,0
ENSG00000236896,0,0,0,0
ENSG00000236897,0,0,0,0
ENSG00000236900,0,0,0,0
ENSG00000236901,0,0,0,0
ENSG00000236905,2,2,2,1
ENSG00000236907,0,0,0,0
ENSG00000236908,0,0,0,0
ENSG00000236909,0,0,0,0
ENSG00000236911,0,0,0,0
ENSG00000236913,0,0,0,0
ENSG00000236914,31,35,23,25
ENSG00000236915,0,0,1,1
ENSG00000236917,0,0,0,0
ENSG00000236919,0,0,0,0
ENSG00000236920,0,0,0,0
ENSG00000236921,0,6,0,0
ENSG00000236922,0,0,0,0
ENSG00000236924,0,0,22,22
ENSG00000236928,0,0,0,0
ENSG00000236929,0,0,0,0
ENSG00000236930,0,0,0,0
ENSG00000236932,0,0,0,0
ENSG00000236935,2,1,0,0
ENSG00000236936,0,0,0,0
ENSG00000236937,0,0,2,1
ENSG00000236938,5,1,0,0
ENSG00000236939,5,2,0,0
ENSG00000236940,0,0,0,0
ENSG00000236941,0,0,0,0
ENSG00000236942,0,0,0,0
ENSG00000236944,0,0,0,0
ENSG00000236946,0,0,0,0
ENSG00000236948,0,2,1,1
ENSG00000236950,0,0,1,0
ENSG00000236951,0,0,0,0
ENSG00000236953,0,0,0,0
ENSG00000236956,0,0,0,0
ENSG00000236957,0,0,0,0
ENSG00000236958,0,0,0,0
ENSG00000236959,0,0,0,0
ENSG00000236960,0,0,0,0
ENSG00000236961,0,0,0,0
ENSG00000236963,0,0,3,3
ENSG00000236965,0,0,0,0
ENSG00000236966,0,0,0,0
ENSG00000236968,0,0,0,0
ENSG00000236969,0,0,0,0
ENSG00000236972,0,0,0,0
ENSG00000236973,0,0,0,0
ENSG00000236975,0,1,3,3
ENSG00000236976,0,0,0,0
ENSG00000236977,0,0,0,0
ENSG00000236978,0,0,0,0
ENSG00000236980,0,1,1,1
ENSG00000236981,0,0,0,0
ENSG00000236982,0,0,0,0
ENSG00000236985,0,0,0,0
ENSG00000236986,0,0,0,0
ENSG00000236987,0,0,0,0
ENSG00000236988,0,0,0,0
ENSG00000236989,0,0,0,0
ENSG00000236990,1,1,0,0
ENSG00000236991,0,0,0,0
ENSG00000236992,0,0,0,0
ENSG00000236993,0,0,0,0
ENSG00000236994,0,0,0,0
ENSG00000236996,0,0,0,0
