"User_ID sorted by SD","Ensembl_gene_id","symbol","C_1","C_2","S_1","S_2"
" ENSG00000134779","ENSG00000134779","  TPGS2;TPGS2",2417,2423,5291,5249
" ENSG00000147364","ENSG00000147364","  FBXO25;FBXO25",848,829,1826,1840
" ENSG00000135776","ENSG00000135776","  ABCB10;ABCB10",492,513,1101,1104
" ENSG00000234235","ENSG00000234235","  BOK-AS1;",22,9,3,2
" ENSG00000089022","ENSG00000089022","  MAPKAPK5;MAPKAPK5",757,731,1638,1615
" ENSG00000183751","ENSG00000183751","  TBL3;TBL3",646,667,1440,1433
" ENSG00000142409","ENSG00000142409","  ZNF787;ZNF787",671,617,1398,1413
" ENSG00000147509","ENSG00000147509","  RGS20;RGS20",60,70,149,154
" ENSG00000162461","ENSG00000162461","  SLC25A34;SLC25A34",23,22,59,62
" ENSG00000168438","ENSG00000168438","  CDC40;CDC40",650,708,1477,1485
" ENSG00000272752","ENSG00000272752","  STAG3L5P-PVRIG2P-PILRB;",14,17,46,44
" ENSG00000144746","ENSG00000144746","  ARL6IP5;ARL6IP5",2684,2992,1312,1299
" ENSG00000144749","ENSG00000144749","  LRIG1;LRIG1",354,422,174,175
" ENSG00000153066","ENSG00000153066","  TXNDC11;TXNDC11",1222,1216,561,552
" ENSG00000143614","ENSG00000143614","  GATAD2B;GATAD2B",930,964,2073,2057
" ENSG00000172465","ENSG00000172465","  TCEAL1;",599,578,269,263
" ENSG00000180357","ENSG00000180357","  ZNF609;ZNF609",2255,2205,4859,4838
" ENSG00000112640","ENSG00000112640","  PPP2R5D;PPP2R5D",766,752,1666,1650
" ENSG00000205853","ENSG00000205853","  RFPL3S;",0,2,13,14
" ENSG00000234998","ENSG00000234998","  ;",2,0,14,13
" ENSG00000284987","ENSG00000284987","  ;",2,0,14,13
" ENSG00000131508","ENSG00000131508","  UBE2D2;UBE2D2",1465,1559,3273,3298
" ENSG00000103274","ENSG00000103274","  NUBP1;NUBP1",186,165,386,394
" ENSG00000185504","ENSG00000185504","  FAAP100;FAAP100",1136,1206,2559,2535
" ENSG00000204178","ENSG00000204178","  MACO1;MACO1",867,840,1881,1842
" ENSG00000260942","ENSG00000260942","  CAPN10-DT;",40,19,64,65
" ENSG00000108671","ENSG00000108671","  PSMD11;PSMD11",1945,2034,4325,4313
" ENSG00000254389","ENSG00000254389","  RHPN1-AS1;",3,8,22,22
" ENSG00000226469","ENSG00000226469","  ADAM1B;",3,2,17,17
" ENSG00000169885","ENSG00000169885","  CALML6;CALML6",29,31,8,9
" ENSG00000229956","ENSG00000229956","  ZRANB2-AS2;",13,17,44,43
" ENSG00000145241","ENSG00000145241","  CENPC;CENPC",445,425,955,950
" ENSG00000273473","ENSG00000273473","  ;",0,1,8,16
" ENSG00000117643","ENSG00000117643","  MAN1C1;MAN1C1",485,446,210,210
" ENSG00000113494","ENSG00000113494","  PRLR;PRLR",35,22,68,70
" ENSG00000130517","ENSG00000130517","  PGPEP1;PGPEP1",1477,1454,677,667
" ENSG00000146247","ENSG00000146247","  PHIP;PHIP",876,936,1979,1957
" ENSG00000229647","ENSG00000229647","  MYOSLID;",7,13,31,32
" ENSG00000158161","ENSG00000158161","  EYA3;EYA3",675,639,1438,1424
" ENSG00000107862","ENSG00000107862","  GBF1;GBF1",4437,4562,2086,2064
" ENSG00000187068","ENSG00000187068","  C3orf70;C3orf70",126,122,53,51
" ENSG00000224078","ENSG00000224078","  SNHG14;",922,959,2051,2037
" ENSG00000138002","ENSG00000138002","  IFT172;IFT172",605,582,1300,1288
" ENSG00000274925","ENSG00000274925","  ZKSCAN2-DT;",32,12,48,45
" ENSG00000143373","ENSG00000143373","  ZNF687;ZNF687",1041,1071,2308,2279
" ENSG00000050393","ENSG00000050393","  MCUR1;MCUR1",967,1028,2176,2152
" ENSG00000050393","ENSG00000050393","  MCUR1;C6orf79",967,1028,2176,2152
" ENSG00000160213","ENSG00000160213","  CSTB;CSTB",2302,2046,1006,1001
" ENSG00000139921","ENSG00000139921","  TMX1;TMX1",809,814,1771,1759
" ENSG00000167778","ENSG00000167778","  SPRYD3;SPRYD3",914,876,410,408
" ENSG00000185024","ENSG00000185024","  BRF1;HEL-S-76p",1012,862,2017,2008
" ENSG00000185024","ENSG00000185024","  BRF1;BRF1",1012,862,2017,2008
" ENSG00000087253","ENSG00000087253","  LPCAT2;LPCAT2",780,771,1686,1687
" ENSG00000151553","ENSG00000151553","  FAM160B1;FAM160B1",1544,1557,713,712
" ENSG00000171161","ENSG00000171161","  ZNF672;ZNF672",544,498,1133,1133
" ENSG00000248719","ENSG00000248719","  ;",2,5,19,18
" ENSG00000123094","ENSG00000123094","  RASSF8;RASSF8",2139,2677,1125,1117
" ENSG00000141429","ENSG00000141429","  GALNT1;GALNT1",1309,1540,3061,3043
" ENSG00000255236","ENSG00000255236","  ;",6,10,28,28
" ENSG00000100209","ENSG00000100209","  HSCB;RP3-366L4.2",148,147,335,325
" ENSG00000100209","ENSG00000100209","  HSCB;HSCB",148,147,335,325
" ENSG00000131148","ENSG00000131148","  EMC8;COX4NB",429,396,899,900
" ENSG00000131148","ENSG00000131148","  EMC8;EMC8",429,396,899,900
" ENSG00000136197","ENSG00000136197","  C7orf25;C7orf25",0,0,10,13
" ENSG00000166960","ENSG00000166960","  CCDC178;CCDC178",0,0,10,13
" ENSG00000165868","ENSG00000165868","  HSPA12A;HSPA12A",985,834,1949,1952
" ENSG00000163798","ENSG00000163798","  SLC4A1AP;SLC4A1AP",698,826,1634,1637
" ENSG00000152102","ENSG00000152102","  FAM168B;FAM168B",4702,4767,10249,10207
" ENSG00000152102","ENSG00000152102","  FAM168B;LOC130074",4702,4767,10249,10207
" ENSG00000185442","ENSG00000185442","  FAM174B;FAM174B",42,127,53,47
" ENSG00000167196","ENSG00000167196","  FBXO22;FBXO22",747,787,1668,1661
" ENSG00000164197","ENSG00000164197","  RNF180;RNF180",35,20,8,8
" ENSG00000230534","ENSG00000230534","  ;",5,0,15,15
" ENSG00000170122","ENSG00000170122","  FOXD4;FOXD4",16,19,50,48
" ENSG00000286216","ENSG00000286216","  ;",40,27,80,80
" ENSG00000204946","ENSG00000204946","  ZNF783;ZNF783",517,494,1101,1100
" ENSG00000189164","ENSG00000189164","  ZNF527;ZNF527",87,112,219,222
" ENSG00000140941","ENSG00000140941","  MAP1LC3B;MAP1LC3B",3901,3891,1818,1786
" ENSG00000140941","ENSG00000140941","  MAP1LC3B;DKFZp762B153",3901,3891,1818,1786
" ENSG00000077585","ENSG00000077585","  GPR137B;GPR137B",894,949,422,423
" ENSG00000178093","ENSG00000178093","  TSSK6;TSSK6",29,32,79,75
" ENSG00000182952","ENSG00000182952","  HMGN4;HMGN4",1308,1353,2880,2872
" ENSG00000141522","ENSG00000141522","  ARHGDIA;ARHGDIA",5053,4971,10819,10791
" ENSG00000141522","ENSG00000141522","  ARHGDIA;HEL-S-47e",5053,4971,10819,10791
" ENSG00000178662","ENSG00000178662","  CSRNP3;CSRNP3",517,566,1170,1177
" ENSG00000167523","ENSG00000167523","  SPATA33;SPATA33",184,155,370,374
" ENSG00000232485","ENSG00000232485","  ;",0,10,16,15
" ENSG00000287445","ENSG00000287445","  ;",1,0,13,12
" ENSG00000082213","ENSG00000082213","  C5orf22;FLJ11193",478,542,1104,1099
" ENSG00000082213","ENSG00000082213","  C5orf22;C5orf22",478,542,1104,1099
" ENSG00000111885","ENSG00000111885","  MAN1A1;MAN1A1",904,935,422,422
" ENSG00000119865","ENSG00000119865","  CNRIP1;CNRIP1",1176,1211,2593,2564
" ENSG00000170324","ENSG00000170324","  FRMPD2;FRMPD2",0,4,15,14
" ENSG00000235448","ENSG00000235448","  LURAP1L-AS1;",0,4,15,14
" ENSG00000105997","ENSG00000105997","  HOXA3;HOXA3",11,12,0,0
" ENSG00000125970","ENSG00000125970","  RALY;RALY",2421,2505,5346,5263
" ENSG00000235438","ENSG00000235438","  ESRRAP2;",4,18,1,1
" ENSG00000267059","ENSG00000267059","  ;",30,32,80,76
" ENSG00000175471","ENSG00000175471","  MCTP1;MCTP1",24,15,4,4
" ENSG00000172534","ENSG00000172534","  HCFC1;HCFC1",3678,3630,7892,7836
" ENSG00000287691","ENSG00000287691","  ;",35,25,75,72
" ENSG00000081189","ENSG00000081189","  MEF2C;MEF2C",34,34,87,82
" ENSG00000126945","ENSG00000126945","  HNRNPH2;HNRNPH2",1609,1587,3456,3434
" ENSG00000269054","ENSG00000269054","  ;",13,19,45,44
" ENSG00000287815","ENSG00000287815","  ;",4,19,1,2
" ENSG00000248489","ENSG00000248489","  LINC02062;",50,43,109,112
" ENSG00000007376","ENSG00000007376","  RPUSD1;RPUSD1",481,587,1134,1142
" ENSG00000173933","ENSG00000173933","  RBM4;RBM4",35,34,84,87
" ENSG00000130764","ENSG00000130764","  LRRC47;LRRC47",1279,1301,2771,2790
" ENSG00000154945","ENSG00000154945","  ANKRD40;ANKRD40",977,964,2095,2094
" ENSG00000113790","ENSG00000113790","  EHHADH;EHHADH",188,162,383,384
" ENSG00000138767","ENSG00000138767","  CNOT6L;CNOT6L",405,533,987,982
" ENSG00000164022","ENSG00000164022","  AIMP1;AIMP1",966,1107,2220,2214
" ENSG00000132429","ENSG00000132429","  POPDC3;POPDC3",2,1,10,18
" ENSG00000196743","ENSG00000196743","  GM2A;GM2A",1604,1836,799,800
" ENSG00000124532","ENSG00000124532","  MRS2;MRS2",430,501,1005,994
" ENSG00000066427","ENSG00000066427","  ATXN3;ATXN3",387,353,804,800
" ENSG00000174276","ENSG00000174276","  ZNHIT2;ZNHIT2",90,117,233,221
" ENSG00000111711","ENSG00000111711","  GOLT1B;GOLT1B",499,609,1180,1177
" ENSG00000183506","ENSG00000183506","  PI4KAP2;",182,213,415,445
" ENSG00000139620","ENSG00000139620","  KANSL2;KANSL2",503,530,1127,1108
" ENSG00000139620","ENSG00000139620","  KANSL2;C12orf41",503,530,1127,1108
" ENSG00000267254","ENSG00000267254","  ZNF790-AS1;",56,56,133,130
" ENSG00000227963","ENSG00000227963","  RBM15-AS1;",37,19,62,64
" ENSG00000255478","ENSG00000255478","  ;",76,46,24,25
" ENSG00000129187","ENSG00000129187","  DCTD;DCTD",3700,3320,1640,1633
" ENSG00000111276","ENSG00000111276","  CDKN1B;CDKN1B",1036,998,2181,2197
" ENSG00000128641","ENSG00000128641","  MYO1B;MYO1B",4751,5408,10847,10776
" ENSG00000138621","ENSG00000138621","  PPCDC;PPCDC",165,119,304,300
" ENSG00000196214","ENSG00000196214","  ZNF766;ZNF766",24,22,58,63
" ENSG00000074356","ENSG00000074356","  NCBP3;NCBP3",1510,1391,3117,3101
" ENSG00000062650","ENSG00000062650","  WAPL;WAPL",1428,1526,3172,3165
" ENSG00000112130","ENSG00000112130","  RNF8;RNF8",581,504,1166,1159
" ENSG00000246575","ENSG00000246575","  ;",20,24,5,5
" ENSG00000119682","ENSG00000119682","  AREL1;AREL1",1807,1598,3635,3622
" ENSG00000136856","ENSG00000136856","  SLC2A8;SLC2A8",225,245,513,512
" ENSG00000157881","ENSG00000157881","  PANK4;PANK4",492,495,1065,1069
" ENSG00000130783","ENSG00000130783","  CCDC62;CCDC62",15,16,45,44
" ENSG00000275714","ENSG00000275714","  H3C1;H3C1",1,4,15,17
" ENSG00000125850","ENSG00000125850","  OVOL2;OVOL2",1,2,14,15
" ENSG00000283108","ENSG00000283108","  ;",1,2,15,14
" ENSG00000163531","ENSG00000163531","  NFASC;NFASC",1971,1967,919,912
" ENSG00000095587","ENSG00000095587","  TLL2;TLL2",5,10,25,27
" ENSG00000168273","ENSG00000168273","  SMIM4;SMIM4",79,76,177,177
" ENSG00000163558","ENSG00000163558","  PRKCI;PRKCI",1229,1356,2767,2759
" ENSG00000268006","ENSG00000268006","  PTOV1-AS1;",47,33,90,96
" ENSG00000100418","ENSG00000100418","  DESI1;DESI1",1343,1417,640,641
" ENSG00000232742","ENSG00000232742","  RHOQP2;",0,1,9,15
" ENSG00000279086","ENSG00000279086","  ;",14,13,1,1
" ENSG00000123364","ENSG00000123364","  HOXC13;HOXC13",8,14,0,0
" ENSG00000283378","ENSG00000283378","  CNTNAP3C;CNTNAP3C",0,0,14,8
" ENSG00000228594","ENSG00000228594","  FNDC10;FNDC10",240,289,571,565
" ENSG00000162714","ENSG00000162714","  ZNF496;ZNF496",1886,1948,4120,4090
" ENSG00000158050","ENSG00000158050","  DUSP2;DUSP2",23,43,76,69
" ENSG00000198492","ENSG00000198492","  YTHDF2;YTHDF2",1857,1839,3967,3951
" ENSG00000257261","ENSG00000257261","  ;",148,189,75,74
" ENSG00000139971","ENSG00000139971","  ARMH4;ARMH4",183,208,87,86
" ENSG00000125459","ENSG00000125459","  MSTO1;MSTO1",298,296,621,669
" ENSG00000265533","ENSG00000265533","  ;",6,19,2,1
" ENSG00000177508","ENSG00000177508","  IRX3;IRX3",214,200,455,450
" ENSG00000119559","ENSG00000119559","  C19orf25;C19orf25",359,399,824,809
" ENSG00000155252","ENSG00000155252","  PI4K2A;PI4K2A",1700,1757,805,804
" ENSG00000123144","ENSG00000123144","  TRIR;TRIR",2969,2972,6357,6349
" ENSG00000141404","ENSG00000141404","  GNAL;GNAL",34,20,7,9
" ENSG00000161896","ENSG00000161896","  IP6K3;IP6K3",38,46,14,15
" ENSG00000181827","ENSG00000181827","  RFX7;RFX7",1201,1325,2701,2690
" ENSG00000268912","ENSG00000268912","  ;",52,66,133,136
" ENSG00000089154","ENSG00000089154","  GCN1;",5427,5305,11492,11432
" ENSG00000171914","ENSG00000171914","  TLN2;TLN2",1042,1001,2193,2186
" ENSG00000147654","ENSG00000147654","  EBAG9;EBAG9",236,281,558,553
" ENSG00000165072","ENSG00000165072","  MAMDC2;MAMDC2",17,32,6,8
" ENSG00000163281","ENSG00000163281","  GNPDA2;GNPDA2",388,465,908,908
" ENSG00000150667","ENSG00000150667","  FSIP1;FSIP1",28,39,83,77
" ENSG00000204859","ENSG00000204859","  ZBTB48;ZBTB48",314,291,655,655
" ENSG00000197937","ENSG00000197937","  ZNF347;ZNF347",266,355,647,652
" ENSG00000206168","ENSG00000206168","  ;",0,3,18,6
" ENSG00000267080","ENSG00000267080","  ASB16-AS1;",49,34,98,93
" ENSG00000174500","ENSG00000174500","  GCSAM;GCSAM",16,23,4,4
" ENSG00000223501","ENSG00000223501","  VPS52;VPS52",712,626,1448,1406
" ENSG00000106113","ENSG00000106113","  CRHR2;CRHR2",42,38,13,14
" ENSG00000123595","ENSG00000123595","  RAB9A;RAB9A",718,628,313,310
" ENSG00000260231","ENSG00000260231","  KDM7A-DT;",41,57,114,109
" ENSG00000286707","ENSG00000286707","  ;",14,17,2,2
" ENSG00000180992","ENSG00000180992","  MRPL14;MRPL14",484,509,1075,1061
" ENSG00000117691","ENSG00000117691","  NENF;NENF",519,783,1298,1291
" ENSG00000039319","ENSG00000039319","  ZFYVE16;ZFYVE16",3,0,11,16
" ENSG00000120265","ENSG00000120265","  PCMT1;PCMT1",480,413,946,959
" ENSG00000259132","ENSG00000259132","  ;",83,54,28,28
" ENSG00000137364","ENSG00000137364","  TPMT;TPMT",416,404,888,880
" ENSG00000073169","ENSG00000073169","  SELENOO;SELENOO",830,842,1781,1801
" ENSG00000154889","ENSG00000154889","  MPPE1;MPPE1",439,411,195,194
" ENSG00000139546","ENSG00000139546","  TARBP2;TARBP2",460,500,1035,1025
" ENSG00000263072","ENSG00000263072","  ZNF213-AS1;",61,75,149,158
" ENSG00000140471","ENSG00000140471","  LINS1;LINS1",168,170,375,367
" ENSG00000181773","ENSG00000181773","  GPR3;GPR3",44,61,119,118
" ENSG00000117475","ENSG00000117475","  BLZF1;BLZF1",687,823,1589,1600
" ENSG00000114656","ENSG00000114656","  KIAA1257;KIAA1257",12,10,34,35
" ENSG00000125744","ENSG00000125744","  RTN2;RTN2",154,210,377,388
" ENSG00000142627","ENSG00000142627","  EPHA2;EPHA2",2650,2733,1267,1253
" ENSG00000177989","ENSG00000177989","  ODF3B;ODF3B",54,63,138,131
" ENSG00000278376","ENSG00000278376","  ;",8,5,23,26
" ENSG00000110711","ENSG00000110711","  AIP;AIP",846,851,1815,1816
" ENSG00000221883","ENSG00000221883","  ARIH2OS;ARIH2OS",15,18,47,45
" ENSG00000099953","ENSG00000099953","  MMP11;MMP11",1253,1276,590,589
" ENSG00000155755","ENSG00000155755","  TMEM237;TMEM237",1316,1334,2844,2811
" ENSG00000114450","ENSG00000114450","  GNB4;GNB4",732,806,1643,1635
" ENSG00000009844","ENSG00000009844","  VTA1;VTA1",1095,1360,2567,2562
" ENSG00000168209","ENSG00000168209","  DDIT4;DDIT4",667,702,1470,1458
" ENSG00000180957","ENSG00000180957","  PITPNB;PITPNB",1906,1906,4061,4058
" ENSG00000167216","ENSG00000167216","  KATNAL2;KATNAL2",133,145,303,308
" ENSG00000283050","ENSG00000283050","  GTF2IP12;",94,151,260,233
" ENSG00000170425","ENSG00000170425","  ADORA2B;ADORA2B",224,201,95,95
" ENSG00000196616","ENSG00000196616","  ADH1B;ADH1B",15,5,0,0
" ENSG00000276308","ENSG00000276308","  ;",15,5,0,0
" ENSG00000111271","ENSG00000111271","  ACAD10;ACAD10",420,438,923,920
" ENSG00000160282","ENSG00000160282","  FTCD;FTCD",43,47,17,15
" ENSG00000169957","ENSG00000169957","  ZNF768;ZNF768",733,769,1615,1592
" ENSG00000169957","ENSG00000169957","  ZNF768;FLJ23436",733,769,1615,1592
" ENSG00000174579","ENSG00000174579","  MSL2;MSL2",485,647,1173,1163
" ENSG00000121067","ENSG00000121067","  SPOP;SPOP",1067,985,2193,2172
" ENSG00000287559","ENSG00000287559","  ;",16,10,1,1
" ENSG00000169018","ENSG00000169018","  FEM1B;FEM1B",1497,1649,3338,3331
" ENSG00000141452","ENSG00000141452","  RMC1;RMC1",17,15,46,44
" ENSG00000171798","ENSG00000171798","  KNDC1;KNDC1",75,84,180,178
" ENSG00000186212","ENSG00000186212","  SOWAHB;SOWAHB",8,17,1,1
" ENSG00000250634","ENSG00000250634","  LINC01182;",8,17,1,1
" ENSG00000065970","ENSG00000065970","  FOXJ2;FOXJ2",1255,1301,602,593
" ENSG00000168564","ENSG00000168564","  CDKN2AIP;CDKN2AIP",427,442,932,932
" ENSG00000157551","ENSG00000157551","  KCNJ15;KCNJ15",16,6,0,1
" ENSG00000169976","ENSG00000169976","  SF3B5;SF3B5",840,811,1767,1753
" ENSG00000162236","ENSG00000162236","  STX5;STX5",1375,1452,661,663
" ENSG00000147416","ENSG00000147416","  ATP6V1B2;ATP6V1B2",2382,2307,4977,4979
" ENSG00000225733","ENSG00000225733","  FGD5-AS1;",2790,2808,5979,5906
" ENSG00000197948","ENSG00000197948","  FCHSD1;FCHSD1",1161,1047,518,516
" ENSG00000143443","ENSG00000143443","  C1orf56;MENT",118,116,258,260
" ENSG00000103342","ENSG00000103342","  GSPT1;GSPT1",552,664,1271,1287
" ENSG00000167912","ENSG00000167912","  ;",94,88,207,200
" ENSG00000177352","ENSG00000177352","  CCDC71;CCDC71",468,527,1058,1058
" ENSG00000165487","ENSG00000165487","  MICU2;EFHA1",596,629,1303,1309
" ENSG00000165487","ENSG00000165487","  MICU2;MICU2",596,629,1303,1309
" ENSG00000112701","ENSG00000112701","  SENP6;SENP6",1515,1869,3528,3514
" ENSG00000159871","ENSG00000159871","  LYPD5;LYPD5",13,30,6,6
" ENSG00000213918","ENSG00000213918","  DNASE1;DNASE1",69,82,172,166
" ENSG00000165392","ENSG00000165392","  WRN;WRN",499,588,1140,1155
" ENSG00000196704","ENSG00000196704","  AMZ2;AMZ2",1028,1180,2333,2322
" ENSG00000185359","ENSG00000185359","  HGS;HGS",2629,2555,5479,5509
" ENSG00000262539","ENSG00000262539","  ;",5,22,27,27
" ENSG00000173230","ENSG00000173230","  GOLGB1;GOLGB1",6123,6568,2994,3001
" ENSG00000176386","ENSG00000176386","  CDC26;CDC26",169,189,377,398
" ENSG00000236682","ENSG00000236682","  MAP3K2-DT;",49,37,17,14
" ENSG00000258038","ENSG00000258038","  LINC02327;",3,15,0,0
" ENSG00000105726","ENSG00000105726","  ATP13A1;ATP13A1",1752,1765,3746,3713
" ENSG00000004897","ENSG00000004897","  CDC27;CDC27",1733,2116,4032,3981
" ENSG00000249635","ENSG00000249635","  ;",22,8,35,35
" ENSG00000011376","ENSG00000011376","  LARS2;LARS2",619,663,1374,1353
" ENSG00000137757","ENSG00000137757","  CASP5;CASP5",15,4,0,0
" ENSG00000255663","ENSG00000255663","  ;",33,45,14,13
" ENSG00000007944","ENSG00000007944","  MYLIP;MYLIP",1101,1038,502,500
" ENSG00000112079","ENSG00000112079","  STK38;STK38",3482,3648,1680,1684
" ENSG00000132661","ENSG00000132661","  NXT1;NXT1",194,234,452,461
" ENSG00000170835","ENSG00000170835","  CEL;CEL",17,35,54,60
" ENSG00000143355","ENSG00000143355","  LHX9;LHX9",311,336,148,148
" ENSG00000241081","ENSG00000241081","  RPL22P2;",3,16,0,1
" ENSG00000244701","ENSG00000244701","  ;",11,33,40,44
" ENSG00000146007","ENSG00000146007","  ZMAT2;ZMAT2",1005,1057,2175,2199
" ENSG00000068697","ENSG00000068697","  LAPTM4A;LAPTM4A",11876,13150,5962,5899
" ENSG00000105723","ENSG00000105723","  GSK3A;GSK3A",340,371,749,770
" ENSG00000112096","ENSG00000112096","  SOD2;SOD2",5414,5294,2533,2526
" ENSG00000131697","ENSG00000131697","  NPHP4;NPHP4",435,481,977,971
" ENSG00000248714","ENSG00000248714","  ;",4,4,21,18
" ENSG00000254109","ENSG00000254109","  RBPMS-AS1;",19,24,5,5
" ENSG00000168246","ENSG00000168246","  UBTD2;UBTD2",1073,1268,2462,2439
" ENSG00000134986","ENSG00000134986","  NREP;NREP",154,131,305,312
" ENSG00000154162","ENSG00000154162","  CDH12;CDH12",7,2,15,22
" ENSG00000176731","ENSG00000176731","  RBIS;RBIS",125,102,257,235
" ENSG00000126522","ENSG00000126522","  ASL;ASL",227,167,417,402
" ENSG00000165879","ENSG00000165879","  FRAT1;FRAT1",68,55,139,138
" ENSG00000210082","ENSG00000210082","  MT-RNR2;",66625,82127,154091,153346
" ENSG00000168556","ENSG00000168556","  ING2;ING2",201,223,460,452
" ENSG00000283051","ENSG00000283051","  LINC01668;",0,1,13,11
" ENSG00000198064","ENSG00000198064","  NPIPB13;NPIPB5",11,7,23,34
" ENSG00000198064","ENSG00000198064","  NPIPB13;NPIPB3",11,7,23,34
" ENSG00000198064","ENSG00000198064","  NPIPB13;NPIPB13",11,7,23,34
" ENSG00000128346","ENSG00000128346","  C22orf23;C22orf23",255,234,113,109
" ENSG00000100216","ENSG00000100216","  TOMM22;TOMM22",926,787,1810,1777
" ENSG00000100216","ENSG00000100216","  TOMM22;MST065",926,787,1810,1777
" ENSG00000270231","ENSG00000270231","  NBPF8;",1068,1038,472,522
" ENSG00000246250","ENSG00000246250","  ;",202,245,483,465
" ENSG00000112655","ENSG00000112655","  PTK7;PTK7",12482,12067,5844,5805
" ENSG00000121691","ENSG00000121691","  CAT;CAT",2252,2399,1108,1092
" ENSG00000228307","ENSG00000228307","  OR2S1P;",8,15,1,0
" ENSG00000175806","ENSG00000175806","  MSRA;MSRA",327,314,154,141
" ENSG00000075223","ENSG00000075223","  SEMA3C;SEMA3C",10107,10116,4815,4779
" ENSG00000221887","ENSG00000221887","  HMSD;HMSD",27,8,5,5
" ENSG00000132972","ENSG00000132972","  RNF17;RNF17",7,14,0,0
" ENSG00000259225","ENSG00000259225","  LINC02345;",14,7,0,0
" ENSG00000197046","ENSG00000197046","  SIGLEC15;SIGLEC15",11,15,1,1
" ENSG00000204588","ENSG00000204588","  LINC01123;",15,11,1,1
" ENSG00000288558","ENSG00000288558","  ;",1,1,15,11
" ENSG00000130717","ENSG00000130717","  UCK1;UCK1",777,873,1742,1731
" ENSG00000069812","ENSG00000069812","  HES2;HES2",12,10,0,0
" ENSG00000228459","ENSG00000228459","  LINC01546;",10,12,0,0
" ENSG00000254951","ENSG00000254951","  ;",12,10,0,0
" ENSG00000262898","ENSG00000262898","  ;",10,12,0,0
" ENSG00000198853","ENSG00000198853","  RUSC2;RUSC2",3126,3117,1490,1468
" ENSG00000054392","ENSG00000054392","  HHAT;HHAT",467,429,956,944
" ENSG00000229689","ENSG00000229689","  ;",162,98,60,60
" ENSG00000141424","ENSG00000141424","  SLC39A6;SLC39A6",2888,3228,6409,6398
" ENSG00000230648","ENSG00000230648","  ;",6,8,25,26
" ENSG00000161526","ENSG00000161526","  SAP30BP;SAP30BP",1559,1417,3149,3102
" ENSG00000100104","ENSG00000100104","  SRRD;SRRD",150,143,312,325
" ENSG00000196531","ENSG00000196531","  NACA;NACA",5042,4416,9896,9842
" ENSG00000232973","ENSG00000232973","  CYP1B1-AS1;",78,72,31,30
" ENSG00000130005","ENSG00000130005","  GAMT;GAMT",678,598,1344,1340
" ENSG00000130005","ENSG00000130005","  GAMT;HEL-S-20",678,598,1344,1340
" ENSG00000109536","ENSG00000109536","  FRG1;FRG1",412,377,839,835
" ENSG00000186522","ENSG00000186522","  SEPTIN10;SEPTIN10",4535,5074,2284,2291
" ENSG00000135390","ENSG00000135390","  ATP5MC2;ATP5MC2",1975,2010,4187,4206
" ENSG00000279140","ENSG00000279140","  ;",5,2,15,20
" ENSG00000250251","ENSG00000250251","  PKD1P6;",8,11,31,30
" ENSG00000272333","ENSG00000272333","  KMT2B;KMT2B",1390,1301,2841,2821
" ENSG00000144677","ENSG00000144677","  CTDSPL;CTDSPL",2541,2521,1201,1199
" ENSG00000197959","ENSG00000197959","  DNM3;DNM3",35,49,95,96
" ENSG00000063244","ENSG00000063244","  U2AF2;U2AF2",1926,1843,3971,3954
" ENSG00000167311","ENSG00000167311","  ART5;ART5",33,39,12,12
" ENSG00000102897","ENSG00000102897","  LYRM1;LYRM1",411,536,982,964
" ENSG00000102897","ENSG00000102897","  LYRM1;LOC57149",411,536,982,964
" ENSG00000197933","ENSG00000197933","  ZNF823;ZNF823",74,64,152,157
" ENSG00000135587","ENSG00000135587","  SMPD2;SMPD2",115,108,248,241
" ENSG00000261324","ENSG00000261324","  ;",27,35,75,74
" ENSG00000144369","ENSG00000144369","  FAM171B;FAM171B",496,521,1084,1069
" ENSG00000250999","ENSG00000250999","  ;",1,2,13,15
" ENSG00000273247","ENSG00000273247","  ;",23,19,55,54
" ENSG00000226937","ENSG00000226937","  CEP164P1;",5,13,26,27
" ENSG00000124217","ENSG00000124217","  MOCS3;MOCS3",247,238,523,515
" ENSG00000151353","ENSG00000151353","  TMEM18;TMEM18",618,582,1249,1284
" ENSG00000230021","ENSG00000230021","  ;",12,9,34,31
" ENSG00000123106","ENSG00000123106","  CCDC91;CCDC91",494,647,1187,1147
" ENSG00000123106","ENSG00000123106","  CCDC91;DKFZP779L1558",494,647,1187,1147
" ENSG00000237886","ENSG00000237886","  NALT1;",46,45,17,16
" ENSG00000278053","ENSG00000278053","  DDX52;DDX52",640,694,1416,1393
" ENSG00000272150","ENSG00000272150","  NBPF25P;",51,30,100,69
" ENSG00000121775","ENSG00000121775","  TMEM39B;TMEM39B",363,370,790,767
" ENSG00000261578","ENSG00000261578","  ;",74,90,178,182
" ENSG00000160293","ENSG00000160293","  VAV2;VAV2",1572,1505,3242,3220
" ENSG00000128683","ENSG00000128683","  GAD1;GAD1",12,14,1,1
" ENSG00000148204","ENSG00000148204","  CRB2;CRB2",1,1,12,14
" ENSG00000229334","ENSG00000229334","  ;",23,36,70,67
" ENSG00000231840","ENSG00000231840","  ;",50,78,133,136
" ENSG00000115233","ENSG00000115233","  PSMD14;PSMD14",2123,2102,4409,4457
" ENSG00000259437","ENSG00000259437","  ;",22,9,3,3
