query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	evidence_codes	intersection	enrichment
query_1	TRUE	0.000311600369762057	15	4302	13	0.00302185030218503	0.866666666666667	GO:0010878	GO:BP	cholesterol storage	14163	5012	IDA IBA,ISS IEA,IBA,IDA IBA,IMP,IDA,IDA IBA,TAS,IDA IBA,IMP IEA,ISS IBA IEA,IEA,IMP	SREBF2,EHD1,PPARD,STARD4,NR1H2,SCARB1,PPARA,ABCA1,PPARG,NR1H3,TTC39B,CD36,CES1	2.85323105532311
query_1	TRUE	0.0435195441701694	7	4302	6	0.00139470013947001	0.857142857142857	GO:0006868	GO:BP	glutamine transport	14163	2827	ISS IBA IEA,IBA IEA,IDA TAS IEA,IEA,IBA,IMP ISS IBA	SLC38A2,SLC38A1,SLC1A5,SLC38A7,SLC38A6,SLC38A5	2.82187686790197
query_1	TRUE	0.0435195441701694	7	4302	6	0.00139470013947001	0.857142857142857	GO:1903525	GO:BP	regulation of membrane tubulation	14163	26554	IBA IEA,IDA,IMP,IDA,IDA IBA,IEA	ASAP1,DNM2,SH3GLB1,ATP10A,PLEKHM2,SH3GL2	2.82187686790197
query_1	TRUE	0.0435195441701694	7	4302	6	0.00139470013947001	0.857142857142857	GO:0070586	GO:BP	cell-cell adhesion involved in gastrulation	14163	18993	IMP,IEA,IGI,IDA,ISS IEA,IDA	WNK1,RIC8A,MAPK7,KLF4,MAP2K5,MBP	2.82187686790197
query_1	TRUE	0.0435195441701694	7	4302	6	0.00139470013947001	0.857142857142857	GO:0030638	GO:BP	polyketide metabolic process	14163	7950	IMP,IDA,IMP,IMP IBA,IMP IBA,IMP IBA	AKR1B1,AKR1A1,AKR7A2,AKR1C1,AKR1C2,AKR1C3	2.82187686790197
query_1	TRUE	0.0435195441701694	7	4302	6	0.00139470013947001	0.857142857142857	GO:0072124	GO:BP	regulation of glomerular mesangial cell proliferation	14163	20050	ISS,IEA,IDA,IEA,IEA,IMP	EGR1,CFLAR,BMP4,PDGFD,SERPINB7,IL6R	2.82187686790197
query_1	TRUE	0.0435195441701694	7	4302	6	0.00139470013947001	0.857142857142857	GO:0044597	GO:BP	daunorubicin metabolic process	14163	12931	IMP,IDA,IMP,IMP IBA,IMP IBA,IMP IBA	AKR1B1,AKR1A1,AKR7A2,AKR1C1,AKR1C2,AKR1C3	2.82187686790197
query_1	TRUE	0.0435195441701694	7	4302	6	0.00139470013947001	0.857142857142857	GO:0030647	GO:BP	aminoglycoside antibiotic metabolic process	14163	7958	IMP,IDA,IMP,IMP IBA,IMP IBA,IMP IBA	AKR1B1,AKR1A1,AKR7A2,AKR1C1,AKR1C2,AKR1C3	2.82187686790197
query_1	TRUE	0.0435195441701694	7	4302	6	0.00139470013947001	0.857142857142857	GO:0044598	GO:BP	doxorubicin metabolic process	14163	12932	IMP,IDA,IMP,IMP IBA,IMP IBA,IMP IBA	AKR1B1,AKR1A1,AKR7A2,AKR1C1,AKR1C2,AKR1C3	2.82187686790197
query_1	TRUE	0.0435195441701694	7	4302	6	0.00139470013947001	0.857142857142857	GO:0036491	GO:BP	regulation of translation initiation in response to endoplasmic reticulum stress	14163	11127	IEA,IMP,IDA TAS,IMP ISS IEA,IMP ISS TAS,IDA IEA	TMED2,EIF2AK4,PPP1R15A,DNAJC3,EIF2AK3,NCK1	2.82187686790197
query_1	TRUE	0.00186360452188821	13	4302	11	0.00255695025569503	0.846153846153846	GO:0002825	GO:BP	regulation of T-helper 1 type immune response	14163	1468	IEA,IEA,IDA,IEA,IEA,IDA,ISS,ISS,ISS,IEA,IDA ISS TAS NAS	IL4R,RIPK2,IL1R1,IL27RA,PLA2G4A,IL1B,TNFSF4,JAK3,NLRP10,HLX,IL23A	2.78569895933913
query_1	TRUE	0.00186360452188821	13	4302	11	0.00255695025569503	0.846153846153846	GO:0070672	GO:BP	response to interleukin-15	14163	19056	TAS,TAS,TAS,IEA,IDA,TAS,IDA TAS,IMP IBA TAS IEA,TAS,IDA IBA,IMP TAS	SHC1,JAK1,STAT3,ACSL4,PLCB1,STAT5A,IL15,IL15RA,JAK3,CD4,IL2RB	2.78569895933913
query_1	TRUE	0.00438273814913009	12	4302	10	0.00232450023245002	0.833333333333333	GO:0071350	GO:BP	cellular response to interleukin-15	14163	19435	TAS,TAS,TAS,IDA,TAS,IDA TAS,IMP IBA TAS IEA,TAS,IDA IBA,IMP TAS	SHC1,JAK1,STAT3,PLCB1,STAT5A,IL15,IL15RA,JAK3,CD4,IL2RB	2.74349139934914
query_1	TRUE	0.00438273814913009	12	4302	10	0.00232450023245002	0.833333333333333	GO:0035723	GO:BP	interleukin-15-mediated signaling pathway	14163	10615	TAS,TAS,TAS,IDA,TAS,IDA TAS,IMP IBA TAS IEA,TAS,IDA IBA,IMP TAS	SHC1,JAK1,STAT3,PLCB1,STAT5A,IL15,IL15RA,JAK3,CD4,IL2RB	2.74349139934914
query_1	TRUE	0.00438273814913009	12	4302	10	0.00232450023245002	0.833333333333333	GO:1901096	GO:BP	regulation of autophagosome maturation	14163	24391	IMP IBA IEA,IMP,IMP IBA,IMP IBA,IMP IBA,TAS,IMP IBA TAS,IMP IBA,IMP,IDA	FYCO1,SMCR8,CALCOCO2,CLEC16A,TMEM39A,UVRAG,RUBCN,TBC1D25,IRGM,ADRB2	2.74349139934914
query_1	TRUE	0.00438273814913009	12	4302	10	0.00232450023245002	0.833333333333333	GO:0042308	GO:BP	negative regulation of protein import into nucleus	14163	11692	IEA,IDA,IMP,IDA,ISS,TAS,IEA,IMP,IEA,IEA	PKIG,CHP1,UFM1,APOD,MDFIC,SUFU,ANGPT1,RAB23,CD36,FERMT1	2.74349139934914
query_1	TRUE	0.00438273814913009	12	4302	10	0.00232450023245002	0.833333333333333	GO:1904590	GO:BP	negative regulation of protein import	14163	27521	IEA,IDA,IMP,IDA,ISS,TAS,IEA,IMP,IEA,IEA	PKIG,CHP1,UFM1,APOD,MDFIC,SUFU,ANGPT1,RAB23,CD36,FERMT1	2.74349139934914
query_1	TRUE	0.0102052075167572	11	4302	9	0.00209205020920502	0.818181818181818	GO:0072109	GO:BP	glomerular mesangium development	14163	20035	ISS,IEA,IEA,IEP,IDA,IEA,IEA,IMP,IEA	EGR1,CFLAR,NOTCH1,CD34,BMP4,PDGFD,SERPINB7,IL6R,FOXC2	2.69360973754279
query_1	TRUE	0.0102052075167572	11	4302	9	0.00209205020920502	0.818181818181818	GO:0001562	GO:BP	response to protozoan	14163	469	ISS,ISS,IEA,IEA,IBA,ISS IEA,IEA,IBA IEA,IEA	MYD88,LYST,IL4R,BCL3,GBP2,BATF2,TSPAN32,CD40,CCDC88B	2.69360973754279
query_1	TRUE	0.0102052075167572	11	4302	9	0.00209205020920502	0.818181818181818	GO:0042832	GO:BP	defense response to protozoan	14163	12018	ISS,ISS,IEA,IEA,IBA,ISS IEA,IEA,IBA IEA,IEA	MYD88,LYST,IL4R,BCL3,GBP2,BATF2,TSPAN32,CD40,CCDC88B	2.69360973754279
query_1	TRUE	0.0102052075167572	11	4302	9	0.00209205020920502	0.818181818181818	GO:1905153	GO:BP	regulation of membrane invagination	14163	28036	ISS,ISS IEA,IEA,ISS,ISS IEA,IEA,ISS,IDA,IEA	ANO6,APPL2,ITGA2,RAB31,C3,PPARG,ABCA7,F2RL1,CD36	2.69360973754279
query_1	TRUE	0.0102052075167572	11	4302	9	0.00209205020920502	0.818181818181818	GO:0002719	GO:BP	negative regulation of cytokine production involved in immune response	14163	1369	IEA,IEA,IGI,ISS IEA,IDA,IDA,IDA,IEA,ISS	ANGPT1,HMOX1,HFE,IRAK3,TGFB2,BST2,HLA-F,BCL6,JAK3	2.69360973754279
query_1	TRUE	2.0618712471937e-05	25	4302	20	0.00464900046490005	0.8	GO:0070268	GO:BP	cornification	14163	18812	TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,IEA,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS	CAPN1,CAPNS1,FURIN,DSP,PERP,KRT18,JUP,PKP4,KAZN,KRT8,CYP26B1,KRT34,KRT17,PPL,KRT7,TGM1,PKP3,KRT4,KRT15,KRT33B	2.63375174337517
query_1	TRUE	0.00224940730088297	15	4302	12	0.00278940027894003	0.8	GO:0090051	GO:BP	negative regulation of cell migration involved in sprouting angiogenesis	14163	21134	IGI,IMP,IEA,IMP IGI,IDA,IDA,ISS IEA,IMP,IDA IMP,IGI,IGI,IDA IBA	RHOA,HDAC5,SPRED1,STARD13,KLF4,NOTCH1,MAP2K5,CARD10,DLL4,TBXA2R,MEOX2,MMRN2	2.63375174337517
query_1	TRUE	0.0224663591857585	10	4302	8	0.00185960018596002	0.8	GO:2000650	GO:BP	negative regulation of sodium ion transmembrane transporter activity	14163	29838	IDA,IDA IBA,IDA IBA,TAS,IDA,IBA,IBA,IDA	CAMK2D,NEDD4,NEDD4L,PRKCE,PCSK9,HECW1,HECW2,OSR1	2.63375174337517
query_1	TRUE	0.0224663591857585	10	4302	8	0.00185960018596002	0.8	GO:0001991	GO:BP	regulation of systemic arterial blood pressure by circulatory renin-angiotensin	14163	721	TAS,ISS IEA,IDA TAS,TAS,TAS IC,ISS IEA,IEP,TAS	CTSZ,F2R,ATP6AP2,AOPEP,ACE,F2RL1,PCSK5,CES1	2.63375174337517
query_1	TRUE	0.0224663591857585	10	4302	8	0.00185960018596002	0.8	GO:1902337	GO:BP	regulation of apoptotic process involved in morphogenesis	14163	25538	IEA,IDA ISO,IEA,IEA,ISS IEA,ISS,IEA,ISS IEA	BAX,PML,VDR,FOXC1,NOTCH1,TGFB2,FOXC2,TNFRSF1B	2.63375174337517
query_1	TRUE	0.0224663591857585	10	4302	8	0.00185960018596002	0.8	GO:0044351	GO:BP	macropinocytosis	14163	12786	IEA,ISS IEA,ISS IEA,IMP,IDA,ISS IEA,ISS IEA,ISS IEA	DNM2,APPL2,MAPKAPK2,SNX33,CARMIL1,MAPKAPK3,DOCK2,PYCARD	2.63375174337517
query_1	TRUE	0.0224663591857585	10	4302	8	0.00185960018596002	0.8	GO:1904748	GO:BP	regulation of apoptotic process involved in development	14163	27666	IEA,IDA ISO,IEA,IEA,ISS IEA,ISS,IEA,ISS IEA	BAX,PML,VDR,FOXC1,NOTCH1,TGFB2,FOXC2,TNFRSF1B	2.63375174337517
query_1	TRUE	0.0224663591857585	10	4302	8	0.00185960018596002	0.8	GO:0032966	GO:BP	negative regulation of collagen biosynthetic process	14163	9184	ISS IEA,IEA,IEA,IEA,IEA,IDA ISO,IDA,IEA	EMILIN1,PPARD,GOT1,ERRFI1,PPARG,IL6R,IL6,RAP1A	2.63375174337517
query_1	TRUE	0.00510897939813129	14	4302	11	0.00255695025569503	0.785714285714286	GO:0090189	GO:BP	regulation of branching involved in ureteric bud morphogenesis	14163	21264	IEA,IEA,ISS IEA,ISS IEA,IDA IEA,IEA,IEA,ISS IEA,ISS,ISS IEA,ISS IEA	MAGED1,TGFB1,SIX4,SIX1,BMP4,LGR4,WNT2B,SIX2,TACSTD2,NOG,SOX8	2.58672046224347
query_1	TRUE	0.00111199838560835	18	4302	14	0.00325430032543003	0.777777777777778	GO:0072012	GO:BP	glomerulus vasculature development	14163	19941	ISS,ISS IEA,IEA,IEA,ISS IEA,IEP,IDA ISS IEA,IEA,IEA,ISS IEA,IMP,ISS IEA,IEA,IEP	EGR1,PDGFRA,CFLAR,NOTCH1,ANGPT1,CD34,BMP4,PDGFD,SERPINB7,OSR1,IL6R,TEK,FOXC2,PECAM1	2.56059197272586
query_1	TRUE	0.0474019797714728	9	4302	7	0.00162715016271502	0.777777777777778	GO:0090713	GO:BP	immunological memory process	14163	21634	IDA,IEA,IEA,IDA,ISS,IEA,ISS	CD46,TSC1,ST3GAL1,TNFRSF14,TNFSF4,BCL6,IL23A	2.56059197272586
query_1	TRUE	0.0474019797714728	9	4302	7	0.00162715016271502	0.777777777777778	GO:0046598	GO:BP	positive regulation of viral entry into host cell	14163	14269	IMP,IDA IMP ISO,IDA,IEA,IDA,IDA,IDA	P4HB,BSG,TRIM38,TRIM21,CD4,LGALS9,CD74	2.56059197272586
query_1	TRUE	0.0474019797714728	9	4302	7	0.00162715016271502	0.777777777777778	GO:0036500	GO:BP	ATF6-mediated unfolded protein response	14163	11136	TAS,TAS,TAS,TAS,IDA TAS,IDA TAS,IDA IEA	CALR,HSPA5,MBTPS1,XBP1,ATF6,ATF6B,WFS1	2.56059197272586
query_1	TRUE	0.0474019797714728	9	4302	7	0.00162715016271502	0.777777777777778	GO:0048715	GO:BP	negative regulation of oligodendrocyte differentiation	14163	15060	ISS,ISS IEA,ISS IBA IEA,ISS IEA,IEA,IEA,IEA	NF1,TMEM98,DAAM2,NOTCH1,DUSP10,DLX2,DLX1	2.56059197272586
query_1	TRUE	0.0474019797714728	9	4302	7	0.00162715016271502	0.777777777777778	GO:1900244	GO:BP	positive regulation of synaptic vesicle endocytosis	14163	23559	IEA,IEA,IMP,ISS IEA,IEA,IEA,ISS IEA	AP2M1,SH3GL1,TOR1A,NLGN1,LRRK2,PPP3CC,ABCA13	2.56059197272586
query_1	TRUE	0.0474019797714728	9	4302	7	0.00162715016271502	0.777777777777778	GO:0075294	GO:BP	positive regulation by symbiont of entry into host	14163	20799	IMP,IDA IMP ISO,IDA,IEA,IDA,IDA,IDA	P4HB,BSG,TRIM38,TRIM21,CD4,LGALS9,CD74	2.56059197272586
query_1	TRUE	0.0474019797714728	9	4302	7	0.00162715016271502	0.777777777777778	GO:0043589	GO:BP	skin morphogenesis	14163	12470	IEA,IEA,IEA,IEA,ISS IEA,IMP,IMP	GBA,SRF,PSEN1,ITGA2,ERRFI1,ITGA6,ITGB4	2.56059197272586
query_1	TRUE	0.0474019797714728	9	4302	7	0.00162715016271502	0.777777777777778	GO:0003085	GO:BP	negative regulation of systemic arterial blood pressure	14163	1669	ISS,IMP,IBA IEA,IEA,IEA,IEA,IBA IEA	SOD2,BMPR2,PRCP,KCNK6,ADORA1,ARHGAP42,ADRB2	2.56059197272586
query_1	TRUE	0.0113129621385466	13	4302	10	0.00232450023245002	0.769230769230769	GO:0070431	GO:BP	nucleotide-binding oligomerization domain containing 2 signaling pathway	14163	18910	IMP IEA,IDA,IEA,ISS IEA,IDA IEA,ISS IEA,IEA,IMP,IDA,IMP	ERBIN,RELA,NFKBIA,SLC15A4,RIPK2,SLC15A3,TNFAIP3,HSPA1B,LACC1,IRGM	2.53245359939921
query_1	TRUE	0.0025075281231338	17	4302	13	0.00302185030218503	0.764705882352941	GO:0010888	GO:BP	negative regulation of lipid storage	14163	5022	IBA,IMP,IDA IBA,IMP,IMP,TAS,IDA IEA,IDA IBA IEA,IDA IBA,IMP IEA,ISS IBA IEA,NAS,IMP	PPARD,NR1H2,PPARA,ITGAV,NFKBIA,ABCA1,PNPLA2,ABHD5,PPARG,NR1H3,TTC39B,IL6,CES1	2.51755681352039
query_1	TRUE	0.0025075281231338	17	4302	13	0.00302185030218503	0.764705882352941	GO:0010884	GO:BP	positive regulation of lipid storage	14163	5018	IDA IBA,ISS IEA,IBA,IEA,IBA,IEA,IC,IDA,IDA,IDA IEA,ISS IEA,ISS IEA,IEA	SREBF2,EHD1,PLIN3,ASXL2,PLIN2,NR1H2,NFKB1,SCARB1,C3,ZC3H12A,FITM2,IKBKE,CD36	2.51755681352039
query_1	TRUE	0.00120580650406548	20	4302	15	0.00348675034867503	0.75	GO:0035459	GO:BP	vesicle cargo loading	14163	10433	IDA IBA,TAS,IDA IBA,IDA IGI IBA,IMP IEA,IDA,IMP,IDA,IMP,IMP,IDA IBA IEA,IDA IBA,TAS,IMP ISO IBA,IBA	SEC31A,TMED2,SEC24D,SEC23A,PICALM,SEC13,RAB1A,SAR1A,KIF13A,TBC1D20,SEC24B,SEC24A,TMED10,MIA2,SEC31B	2.46914225941423
query_1	TRUE	0.00539937622495686	16	4302	12	0.00278940027894003	0.75	GO:0045987	GO:BP	positive regulation of smooth muscle contraction	14163	13737	IEA,IMP,ISS,IEA,IDA,IEA,IDA,IEA,IEA,IEA,IEA,IDA	RHOA,CTTN,F2R,PTGS2,SRF,ITGA2,SPHK1,KIT,EDN1,TBXA2R,TACR2,MYOCD	2.46914225941423
query_1	TRUE	0.0236325158873569	12	4302	9	0.00209205020920502	0.75	GO:0032717	GO:BP	negative regulation of interleukin-8 production	14163	8990	IDA,IMP,IDA,IMP,IDA,IDA,ISS IEA,IMP,NAS	TMSB4X,ANXA4,OTUD7B,MAPKBP1,ARRB1,KLF4,MAP2K5,BCL3,IL6R	2.46914225941423
query_1	TRUE	0.0236325158873569	12	4302	9	0.00209205020920502	0.75	GO:2001171	GO:BP	positive regulation of ATP biosynthetic process	14163	30323	IEA,IDA,IMP,IEA,IMP,ISS IEA,IEA,TAS,ISS IEA	MT-CO2,TMSB4X,VCP,STAT3,PPARA,PID1,SLC25A12,PINK1,PPARGC1A	2.46914225941423
query_1	TRUE	0.0236325158873569	12	4302	9	0.00209205020920502	0.75	GO:0030730	GO:BP	sequestering of triglyceride	14163	7996	IBA,IBA,IDA,IDA IEA,IDA IBA IEA,IDA,ISS IEA,IDA,IDA	PLIN3,PLIN2,PPARA,PNPLA2,ABHD5,ENPP1,FITM2,PPARG,IL1B	2.46914225941423
query_1	TRUE	0.0236325158873569	12	4302	9	0.00209205020920502	0.75	GO:0070106	GO:BP	interleukin-27-mediated signaling pathway	14163	18698	TAS,IDA TAS,TAS,TAS,IEP,TAS,TAS,TAS,TAS	CANX,STAT1,JAK1,STAT3,MX1,IL27RA,JAK2,EBI3,CRLF1	2.46914225941423
query_1	TRUE	0.0236325158873569	12	4302	9	0.00209205020920502	0.75	GO:0014856	GO:BP	skeletal muscle cell proliferation	14163	5298	IEA,IEA,ISS,IEA,IDA,IBA IEA,IEA,IEA,IMP	STAT3,PPARD,CFLAR,SELENON,ANGPT1,SIX1,KPNA1,JAK2,FGF2	2.46914225941423
query_1	TRUE	0.0236325158873569	12	4302	9	0.00209205020920502	0.75	GO:1902187	GO:BP	negative regulation of viral release from host cell	14163	25400	IDA IEA,IMP,IDA IEA,IDA,IEA,IDA,IDA,IDA,IDA	TRIM8,CHMP3,PML,TRIM26,TRIM25,TRIM35,TRIM21,TRIM5,MID2	2.46914225941423
query_1	TRUE	0.0236325158873569	12	4302	9	0.00209205020920502	0.75	GO:0072189	GO:BP	ureter development	14163	20115	IEA,IMP,IEA,IDA ISS IEA,IMP,ISS IEA,IEA,IEA,ISS IEA	LZTS2,FOXF1,SIX1,BMP4,TBX18,OSR1,EMX2,ALDH1A2,SOX8	2.46914225941423
query_1	TRUE	0.0236325158873569	12	4302	9	0.00209205020920502	0.75	GO:0051004	GO:BP	regulation of lipoprotein lipase activity	14163	15559	TAS,IMP,IEA,TAS,IMP,TAS,TAS,IDA IBA,IDA IEA	FURIN,NR1H2,ABHD5,LMF1,NR1H3,PCSK5,LIPC,APOC1,ANGPTL4	2.46914225941423
query_1	TRUE	2.87045072740606e-05	31	4302	23	0.00534635053463505	0.741935483870968	GO:0031424	GO:BP	keratinization	14163	8330	TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS IEA,IEA,TAS,TAS,IEA,TAS,TAS IEA,TAS IEA,TAS,TAS IEA,TAS,IMP,TAS,TAS,TAS	CAPN1,CAPNS1,FURIN,DSP,PERP,KRT18,JUP,PKP4,KAZN,SHARPIN,KRT8,KRTAP1-5,CYP26B1,KRT34,KRT17,PPL,KRT7,TGM1,PKP3,CDH3,KRT4,KRT15,KRT33B	2.44259234264633
query_1	TRUE	0.0115010748608459	15	4302	11	0.00255695025569503	0.733333333333333	GO:0032620	GO:BP	interleukin-17 production	14163	8893	IMP,ISS IEA,ISS IEA,IEA,ISS,ISS,IEA,IDA,IDA,ISS,IDA	SLC7A5,ZBTB7B,MYD88,TGFB1,SPHK1,RFTN1,IL27RA,IL15,TNFSF4,IL6,IL23A	2.41427243142724
