query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	evidence_codes	intersection	enrichment
query_1	TRUE	0.00941580919191045	11	4664	10	0.00214408233276158	0.909090909090909	GO:0070203	GO:BP	regulation of establishment of protein localization to telomere	14163	18766	IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,DKC1,WRAP53,CCT4	2.76060346171838
query_1	TRUE	0.00941580919191045	11	4664	10	0.00214408233276158	0.909090909090909	GO:1904869	GO:BP	regulation of protein localization to Cajal body	14163	27774	HMP,HMP,HMP,HMP,HMP,HMP,HMP,HMP,IDA,HMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,DKC1,LARP7,CCT4	2.76060346171838
query_1	TRUE	0.00941580919191045	11	4664	10	0.00214408233276158	0.909090909090909	GO:1904871	GO:BP	positive regulation of protein localization to Cajal body	14163	27776	HMP,HMP,HMP,HMP,HMP,HMP,HMP,HMP,IDA,HMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,DKC1,LARP7,CCT4	2.76060346171838
query_1	TRUE	0.000294845528249637	18	4664	16	0.00343053173241852	0.888888888888889	GO:0006271	GO:BP	DNA strand elongation involved in DNA replication	14163	2296	IBA,IBA,IBA,IBA,IBA,IBA,TAS,IBA,IBA,IDA IMP IBA,TAS,IBA TAS,IBA,TAS,IDA IEA,TAS	MCM3,PCNA,MCM4,POLD2,POLE,POLE3,RFC3,LIG3,LIG1,POLA1,RFC4,GINS1,POLD3,GINS2,DNA2,GINS3	2.69925671812464
query_1	TRUE	0.042225472121245	9	4664	8	0.00171526586620926	0.888888888888889	GO:0007144	GO:BP	female meiosis I	14163	3062	IEA,IEA,IEA,IEA,IEA,IEA,IBA IEA,ISS IEA	UBB,AURKA,FBXO5,TRIP13,CCNB2,MLH3,MEIOC,MEIOB	2.69925671812464
query_1	TRUE	1.4457490721795e-05	24	4664	21	0.00450257289879931	0.875	GO:0070199	GO:BP	establishment of protein localization to chromosome	14163	18762	IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IDA,IMP,IMP,IMP,IDA IEA,IMP TAS,IMP,IMP,IDA,IMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,RUVBL2,DKC1,MACROH2A1,PIH1D1,LRWD1,NABP2,MACROH2A2,POT1,BRCA2,ACD,WRAP53,CCT4,TERT,H1-5	2.65708083190395
query_1	TRUE	1.4457490721795e-05	24	4664	21	0.00450257289879931	0.875	GO:0022616	GO:BP	DNA strand elongation	14163	7631	IMP,IBA,IBA,IBA,IBA,IBA,IBA,TAS,IBA,IBA,IDA IMP IBA,IMP,TAS,IBA TAS,IBA,TAS,IDA IEA,IDA,ISS IEA,IDA,TAS	NUCKS1,MCM3,PCNA,MCM4,POLD2,POLE,POLE3,RFC3,LIG3,LIG1,POLA1,MRE11,RFC4,GINS1,POLD3,GINS2,DNA2,POT1,DCLRE1B,TERT,GINS3	2.65708083190395
query_1	TRUE	0.0028557096335628	15	4664	13	0.00278730703259005	0.866666666666667	GO:0000076	GO:BP	DNA replication checkpoint signaling	14163	36	IBA,IBA,IDA,IBA TAS,IDA IMP IBA,TAS,IBA TAS,IDA IBA IEA,IMP,IBA,IBA TAS,IMP IBA IEA,ISS IBA IEA	TIMELESS,TOPBP1,NAE1,CDC6,CLSPN,CDC45,RAD17,CDT1,DNA2,ORC1,RAD9A,TIPIN,TICRR	2.63177530017153
query_1	TRUE	0.0134552687966075	13	4664	11	0.00235849056603774	0.846153846153846	GO:1904816	GO:BP	positive regulation of protein localization to chromosome, telomeric region	14163	27728	IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,GNL3,DKC1,WRAP53,CCT4	2.5694847605225
query_1	TRUE	0.000922631003920632	19	4664	16	0.00343053173241852	0.842105263157895	GO:0090670	GO:BP	RNA localization to Cajal body	14163	21608	HMP,HMP,HMP,HMP,IMP HMP,IMP HMP,HMP,HMP,HMP,IMP HMP,IMP,HMP,HMP,HMP,IDA IMP HMP,IMP HMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,RUVBL2,RUVBL1,DKC1,DCP2,NHP2,NOP10,SHQ1,WRAP53,CCT4	2.55719057506545
query_1	TRUE	0.000922631003920632	19	4664	16	0.00343053173241852	0.842105263157895	GO:0090671	GO:BP	telomerase RNA localization to Cajal body	14163	21609	HMP,HMP,HMP,HMP,IMP HMP,IMP HMP,HMP,HMP,HMP,IMP HMP,IMP,HMP,HMP,HMP,IMP HMP,IMP HMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,RUVBL2,RUVBL1,DKC1,DCP2,NHP2,NOP10,SHQ1,WRAP53,CCT4	2.55719057506545
query_1	TRUE	0.000922631003920632	19	4664	16	0.00343053173241852	0.842105263157895	GO:0090672	GO:BP	telomerase RNA localization	14163	21610	HMP,HMP,HMP,HMP,IMP HMP,IMP HMP,HMP,HMP,HMP,IMP HMP,IMP,HMP,HMP,HMP,IMP HMP,IMP HMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,RUVBL2,RUVBL1,DKC1,DCP2,NHP2,NOP10,SHQ1,WRAP53,CCT4	2.55719057506545
query_1	TRUE	0.000922631003920632	19	4664	16	0.00343053173241852	0.842105263157895	GO:0090685	GO:BP	RNA localization to nucleus	14163	21619	HMP,HMP,HMP,HMP,IMP HMP,IMP HMP,HMP,HMP,HMP,IMP HMP,IMP,HMP,HMP,HMP,IDA IMP HMP,IMP HMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,RUVBL2,RUVBL1,DKC1,DCP2,NHP2,NOP10,SHQ1,WRAP53,CCT4	2.55719057506545
query_1	TRUE	0.0273481140652648	12	4664	10	0.00214408233276158	0.833333333333333	GO:0070202	GO:BP	regulation of establishment of protein localization to chromosome	14163	18765	IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,DKC1,WRAP53,CCT4	2.53055317324185
query_1	TRUE	0.00180911855520753	18	4664	15	0.00321612349914237	0.833333333333333	GO:1904872	GO:BP	regulation of telomerase RNA localization to Cajal body	14163	27777	HMP,HMP,HMP,HMP,IMP HMP,IMP HMP,HMP,HMP,HMP,IMP HMP,IMP,HMP,HMP,HMP,IMP HMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,RUVBL2,RUVBL1,DKC1,DCP2,NHP2,NOP10,SHQ1,CCT4	2.53055317324185
query_1	TRUE	0.016072756124426	15	4664	12	0.00257289879931389	0.8	GO:1904814	GO:BP	regulation of protein localization to chromosome, telomeric region	14163	27726	IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IDA,IMP,IMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,GNL3,DKC1,MACROH2A1,WRAP53,CCT4	2.42933104631218
query_1	TRUE	0.0321237997561637	14	4664	11	0.00235849056603774	0.785714285714286	GO:1990173	GO:BP	protein localization to nucleoplasm	14163	28854	HMP,HMP,HMP,HMP,HMP,HMP,HMP,HMP,IDA,IDA TAS,HMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,DKC1,LARP7,WRAP53,CCT4	2.38595013477089
query_1	TRUE	0.00274273752931745	22	4664	17	0.00364493996569468	0.772727272727273	GO:0006297	GO:BP	nucleotide-excision repair, DNA gap filling	14163	2322	TAS,TAS,TAS,TAS,TAS,IMP IBA,IMP IBA TAS IC,TAS,TAS,TAS,TAS,TAS,TAS,TAS,IMP IBA TAS,TAS,TAS	RPS27A,PCNA,UBB,POLD2,RPA1,POLE,POLD1,RPA2,RFC3,RFC2,LIG3,LIG1,RPA3,RFC4,POLD3,RFC5,UBA52	2.34651294246063
query_1	TRUE	0.000579513560127977	33	4664	24	0.00514579759862779	0.727272727272727	GO:0031055	GO:BP	chromatin remodeling at centromere	14163	8152	IBA,TAS,TAS,TAS,TAS,TAS,TAS,IMP TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS IEA,TAS,ISS IBA IEA,IBA TAS IEA,TAS,IMP IBA,TAS,TAS IEA,TAS,TAS	NASP,SMARCA5,RBBP4,RUVBL1,CENPU,CENPX,KNL1,HJURP,CENPH,CENPA,MIS18BP1,CENPK,CENPI,CENPO,ITGB3BP,CENPL,HELLS,MIS18A,CENPQ,CENPV,CENPM,CENPP,H4C5,H4C3	2.20848276937471
query_1	TRUE	0.0377541582154105	18	4664	13	0.00278730703259005	0.722222222222222	GO:0034501	GO:BP	protein localization to kinetochore	14163	9984	IMP,IPI,IDA,IMP IBA IEA,IDA IBA IEA,IBA IEA,IMP,IMP,IMP,IBA,IMP,IMP IBA,IMP IBA	RCC2,BUB3,CDK1,SPDL1,KNL1,TTK,NDC80,AURKB,CDT1,MIS12,ZWILCH,MTBP,CENPQ	2.19314608347627
query_1	TRUE	0.0377541582154105	18	4664	13	0.00278730703259005	0.722222222222222	GO:1903083	GO:BP	protein localization to condensed chromosome	14163	26169	IMP,IPI,IDA,IMP IBA IEA,IDA IBA IEA,IBA IEA,IMP,IMP,IMP,IBA,IMP,IMP IBA,IMP IBA	RCC2,BUB3,CDK1,SPDL1,KNL1,TTK,NDC80,AURKB,CDT1,MIS12,ZWILCH,MTBP,CENPQ	2.19314608347627
query_1	TRUE	0.00103860853588271	32	4664	23	0.00493138936535163	0.71875	GO:0050433	GO:BP	regulation of catecholamine secretion	14163	15280	IDA IBA,ISS IBA IEA,IGI IBA IEA,ISS,IBA,IEA,IBA IEA,IEA,TAS NAS,IBA,IBA,IBA,TAS IEA,ISS IEA,IBA,IEA,IBA,IBA IEA,IBA,ISS,IEA,IBA,IBA	CHGA,SYT11,SYT4,CHRNB2,SYT7,ABAT,SYT1,RAB3A,ADRA2C,HRH3,VIP,SYT3,SNCA,STX1A,SYT17,GRM2,SYT13,DRD2,SYT5,KCNB1,CNR1,SYT9,SYT12	2.1826021119211
query_1	TRUE	4.80909661162198e-05	45	4664	32	0.00686106346483705	0.711111111111111	GO:0006270	GO:BP	DNA replication initiation	14163	2295	IBA TAS IEA,IBA TAS IEA,TAS IEA,TAS,IBA,IMP IBA TAS IEA,TAS,IBA TAS IEA,TAS,TAS,IBA TAS IEA,TAS,TAS IEA,IBA,IDA IBA TAS,TAS,IBA TAS IEA,TAS,IMP IBA TAS,TAS,TAS,IDA IBA TAS IEA,IBA TAS,TAS,IBA TAS,IBA TAS,IEA,TAS,TAS,IBA,IEA,IMP IBA	MCM3,MCM4,MCM6,RPA1,TOPBP1,MCM2,POLE,MCM5,POLE3,RPA2,MCM10,LRWD1,CDC6,NOC3L,POLA1,DBF4,CDC45,GMNN,ORC4,ORC2,RPA3,CDT1,ORC6,CDC7,ORC5,ORC1,CCNE1,PRIM1,POLE2,GINS3,CCNE2,TICRR	2.15940537449971
query_1	TRUE	0.00180911855520753	31	4664	22	0.00471698113207547	0.709677419354839	GO:0061641	GO:BP	CENP-A containing chromatin organization	14163	18351	IBA,TAS,TAS,TAS,TAS,TAS,TAS,IMP TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS IEA,TAS,IBA TAS IEA,TAS,TAS,TAS IEA,TAS,TAS	NASP,SMARCA5,RBBP4,RUVBL1,CENPU,CENPX,KNL1,HJURP,CENPH,CENPA,MIS18BP1,CENPK,CENPI,CENPO,ITGB3BP,CENPL,MIS18A,CENPQ,CENPM,CENPP,H4C5,H4C3	2.15505173463177
query_1	TRUE	0.00180911855520753	31	4664	22	0.00471698113207547	0.709677419354839	GO:0034080	GO:BP	CENP-A containing nucleosome assembly	14163	9683	IBA,TAS,TAS,TAS,TAS,TAS,TAS,IMP TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS IEA,TAS,IBA TAS IEA,TAS,TAS,TAS IEA,TAS,TAS	NASP,SMARCA5,RBBP4,RUVBL1,CENPU,CENPX,KNL1,HJURP,CENPH,CENPA,MIS18BP1,CENPK,CENPI,CENPO,ITGB3BP,CENPL,MIS18A,CENPQ,CENPM,CENPP,H4C5,H4C3	2.15505173463177
query_1	TRUE	0.0117512579795782	24	4664	17	0.00364493996569468	0.708333333333333	GO:0014059	GO:BP	regulation of dopamine secretion	14163	5189	ISS IBA IEA,IBA,ISS,IBA,IEA,IBA IEA,IEA,IBA,TAS IEA,IBA,IEA,IBA,IBA IEA,IBA,IEA,IBA,IBA	SYT11,SYT4,CHRNB2,SYT7,ABAT,SYT1,RAB3A,SYT3,SNCA,SYT17,GRM2,SYT13,DRD2,SYT5,CNR1,SYT9,SYT12	2.15097019725557
query_1	TRUE	0.0117512579795782	24	4664	17	0.00364493996569468	0.708333333333333	GO:0071459	GO:BP	protein localization to chromosome, centromeric region	14163	19536	IMP,IPI,IMP,IMP,IDA,IEA,IMP IBA IEA,IDA IBA IEA,IBA IEA,IMP,IDA,IMP,IMP,IBA,IMP,IMP IBA,IMP IBA	RCC2,BUB3,RB1,CTCF,CDK1,BUB1B,SPDL1,KNL1,TTK,NDC80,CENPA,AURKB,CDT1,MIS12,ZWILCH,MTBP,CENPQ	2.15097019725557
query_1	TRUE	0.0117512579795782	24	4664	17	0.00364493996569468	0.708333333333333	GO:0014046	GO:BP	dopamine secretion	14163	5176	ISS IBA IEA,IBA,ISS,IBA,IEA,IBA IEA,IEA,IBA,TAS IEA,IBA,IEA,IBA,IBA IEA,IBA,IEA,IBA,IBA	SYT11,SYT4,CHRNB2,SYT7,ABAT,SYT1,RAB3A,SYT3,SNCA,SYT17,GRM2,SYT13,DRD2,SYT5,CNR1,SYT9,SYT12	2.15097019725557
query_1	TRUE	8.15135386365361e-07	61	4664	43	0.00921955403087478	0.704918032786885	GO:0044786	GO:BP	cell cycle DNA replication	14163	13032	ISS IEA,IBA,ISS TAS IEA,IBA,IBA,TAS,TAS,IBA,IBA,ISS IEA,TAS,TAS,TAS,TAS,IBA,IBA TAS,IBA,TAS,IBA,IMP,IDA,TAS,TAS,IBA,TAS,TAS,IDA IBA IEA,TAS,ISS TAS IEA,IMP,TAS,ISS IEA,IMP,TAS,IEA,IMP IBA,IBA,TAS,TAS,IBA,IEA,TAS,ISS	ATRX,MCM3,PCNA,MCM4,MCM6,POLD2,RPA1,MCM2,MCM5,ZPR1,POLD1,RPA2,RFC3,RFC2,LIG1,POLA1,DBF4,CHTF18,CDC45,FBXO5,GMNN,RPA3,RFC4,GINS1,POLD3,RFC5,CDT1,BLM,DNA2,CDC7,POT1,E2F7,BRCA2,ACD,RAD51,DBF4B,DONSON,PRIM1,TIPIN,GINS3,DACH1,DSCC1,RTEL1	2.14059907769311
query_1	TRUE	0.0380848194631778	20	4664	14	0.00300171526586621	0.7	GO:0007274	GO:BP	neuromuscular synaptic transmission	14163	3178	ISS,IEA,IBA,IMP,ISS,IBA IEA,TAS,IMP,IEA,IMP,IBA,IBA,IEA,IEA	KIF1B,STXBP1,RIMBP2,CHRNA3,CHRNB2,SLC5A7,DTNA,CHRNB4,RAB3A,CHRNB1,ERC2,CHAT,CHRM1,MYLK2	2.12566466552316
query_1	TRUE	0.0380848194631778	20	4664	14	0.00300171526586621	0.7	GO:0000729	GO:BP	DNA double-strand break processing	14163	262	IMP,IMP,IMP,IMP IBA TAS IEA,TAS,IEA,TAS,IDA,IDA,IMP IBA,TAS,ISS IBA,IMP IEA,IMP IBA	UBE2N,SMARCAD1,UBE2V2,RBBP8,BRCA1,BRIP1,MRE11,BLM,DNA2,SLX4,BARD1,C14orf39,HELB,RNF138	2.12566466552316
query_1	TRUE	6.60926852658353e-06	58	4664	40	0.00857632933104631	0.689655172413793	GO:0033260	GO:BP	nuclear DNA replication	14163	9354	ISS IEA,IBA,ISS TAS IEA,IBA,IBA,TAS,TAS,IBA,IBA,TAS,TAS,TAS,TAS,IBA,IBA TAS,IBA,TAS,IBA,IDA,TAS,TAS,IBA,TAS,TAS,IDA IBA IEA,TAS,ISS TAS IEA,IMP,TAS,IMP,TAS,IEA,IMP IBA,IBA,TAS,TAS,IBA,IEA,TAS,ISS	ATRX,MCM3,PCNA,MCM4,MCM6,POLD2,RPA1,MCM2,MCM5,POLD1,RPA2,RFC3,RFC2,LIG1,POLA1,DBF4,CHTF18,CDC45,GMNN,RPA3,RFC4,GINS1,POLD3,RFC5,CDT1,BLM,DNA2,CDC7,POT1,BRCA2,ACD,RAD51,DBF4B,DONSON,PRIM1,TIPIN,GINS3,DACH1,DSCC1,RTEL1	2.09425090199326
query_1	TRUE	0.00665929356972204	29	4664	20	0.00428816466552316	0.689655172413793	GO:0006298	GO:BP	mismatch repair	14163	2323	IDA,IDA IBA TAS,IDA IGI IBA TAS IEA,TAS,IMP,IDA IPI IMP ISS IBA TAS,TAS,IMP,IDA,TAS,IDA IMP IBA TAS IEA,IMP IBA,IBA TAS IEA,TAS NAS,IMP IBA TAS IEA,IBA TAS NAS IEA,IMP,TAS,IDA IMP IGI ISS IBA TAS IEA,IDA	HMGB1,PCNA,MSH2,POLD2,RPA1,EXO1,POLD1,RPA2,TDG,LIG1,PMS2,RPA3,PMS1,POLD3,MSH3,MLH3,AXIN2,TP73,MSH6,PRKCG	2.09425090199326
query_1	TRUE	0.021017990794378	25	4664	17	0.00364493996569468	0.68	GO:0051569	GO:BP	regulation of histone H3-K4 methylation	14163	15983	IMP,IEA,IMP,IMP,IEA,IEA,IMP,IDA,IEA,IDA,IDA IEA,IEA,IEA,ISS IEA,ISS,IMP,IMP	DNMT1,GATA3,BCOR,MACROH2A1,EHMT2,PYGO2,PIH1D1,WDR5,NELFE,AUTS2,BRCA1,PRMT6,NELFA,PAXIP1,KDM1A,DNMT3B,MYB	2.06493138936535
query_1	TRUE	0.00359558335658987	34	4664	23	0.00493138936535163	0.676470588235294	GO:0050432	GO:BP	catecholamine secretion	14163	15279	IDA IBA,ISS IBA IEA,IGI IBA IEA,ISS,IBA,IEA,IBA IEA,IEA,TAS NAS,IBA,IBA,IBA,TAS IEA,ISS IEA,IBA,IEA,IBA,IBA IEA,IBA,ISS,IEA,IBA,IBA	CHGA,SYT11,SYT4,CHRNB2,SYT7,ABAT,SYT1,RAB3A,ADRA2C,HRH3,VIP,SYT3,SNCA,STX1A,SYT17,GRM2,SYT13,DRD2,SYT5,KCNB1,CNR1,SYT9,SYT12	2.05421375239633
query_1	TRUE	0.00109756088294263	40	4664	27	0.00578902229845626	0.675	GO:0045005	GO:BP	DNA-dependent DNA replication maintenance of fidelity	14163	13106	IDA,ISS IEA,ISS IEA,IBA,IBA,IDA,IBA IEA,IMP IBA,IMP,IMP,IDA,IMP,IMP IBA IEA,IBA,IDA NAS,IBA,IMP IEA,IDA IBA,IBA,IDA IMP IEA,IDA IBA,IMP,IDA IMP IBA,IDA IMP,IBA IEA,IMP IBA,ISS	NUCKS1,ATRX,PCNA,TIMELESS,POLE,RFWD3,POLD1,CENPX,TONSL,DDX11,MRE11,THOC1,MMS22L,MSH3,BLM,DNA2,BRCA2,ETAA1,ZGRF1,RAD51,ZRANB3,DONSON,PRIMPOL,TRAIP,TIPIN,FANCM,RTEL1	2.0497480703259
query_1	TRUE	0.00180911855520753	39	4664	26	0.0055746140651801	0.666666666666667	GO:0034724	GO:BP	DNA replication-independent nucleosome organization	14163	10054	IDA,IBA,IDA IBA,IMP,TAS,IDA TAS,TAS,TAS,TAS,TAS,IMP TAS,TAS,TAS,TAS,IDA IBA,TAS,TAS,TAS,TAS IEA,TAS,IBA TAS IEA,TAS,TAS,TAS IEA,IDA TAS,IDA TAS	H3-3B,SUPT16H,NASP,ATRX,SMARCA5,RBBP4,RUVBL1,CENPU,CENPX,KNL1,HJURP,CENPH,CENPA,MIS18BP1,ASF1B,CENPK,CENPI,CENPO,ITGB3BP,CENPL,MIS18A,CENPQ,CENPM,CENPP,H4C5,H4C3	2.02444253859348
query_1	TRUE	0.000621557511878096	45	4664	30	0.00643224699828473	0.666666666666667	GO:0070192	GO:BP	chromosome organization involved in meiotic cell cycle	14163	18756	IEA,IBA,IEA,IBA IEA,IEA,IBA,IBA IEA,IEA,IBA,IBA,IEA,IBA IEA,IEA,ISS IEA,IBA IEA,IEA,ISS IEA,IEA,IMP IBA,IEA,IBA IEA,IEA,ISS IBA,IBA,ISS IBA,IEA,NAS,ISS IEA,ISS,ISS IEA	ATRX,NCAPD2,EHMT2,NCAPD3,SMC2,INCENP,REC8,NDC1,BUB1B,BUB1,BRIP1,NCAPH2,MRE11,TRIP13,SGO2,RAD51C,SIRT7,MLH3,FANCD2,TEX15,RAD51,CCNE1,RNF212,SGO1,C14orf39,CCNE2,SYCP2,MEIOC,ANKRD31,MEIOB	2.02444253859348
query_1	TRUE	0.0117512579795782	30	4664	20	0.00428816466552316	0.666666666666667	GO:0032201	GO:BP	telomere maintenance via semi-conservative replication	14163	8605	ISS TAS IEA,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,ISS TAS IEA,TAS,TAS,TAS,TAS,ISS	PCNA,POLD2,RPA1,POLD1,RPA2,RFC3,RFC2,POLA1,CHTF18,RPA3,RFC4,POLD3,RFC5,BLM,DNA2,POT1,ACD,PRIM1,DSCC1,RTEL1	2.02444253859348
query_1	TRUE	0.00180911855520753	41	4664	27	0.00578902229845626	0.658536585365854	GO:0090329	GO:BP	regulation of DNA-dependent DNA replication	14163	21398	ISS IEA,IMP,IBA,IMP,IDA,IDA,IMP,IBA,IDA,IMP,IDA,IDA,IDA,IBA,IDA IBA IEA,IMP NAS,IMP,IDA,ISS IEA,IEA,IDA IBA,IMP IBA,IMP,IBA TAS IEA,IEA,IMP IBA,IDA	ATRX,PCNA,TIMELESS,STOML2,RFC3,RFC2,LIG3,DBF4,CHTF18,FBXO5,GMNN,RFC4,RFC5,MSH3,CDT1,BLM,CDC7,POLG2,E2F7,BRCA2,ZRANB3,DBF4B,DONSON,TIPIN,DACH1,TICRR,DSCC1	1.9997542149521
query_1	TRUE	0.00353073871435738	38	4664	25	0.00536020583190394	0.657894736842105	GO:0006336	GO:BP	DNA replication-independent nucleosome assembly	14163	2352	IDA,IDA IBA,IMP,TAS,IDA TAS,TAS,TAS,TAS,TAS,IMP TAS,TAS,TAS,TAS,IDA IBA,TAS,TAS,TAS,TAS IEA,TAS,IBA TAS IEA,TAS,TAS,TAS IEA,IDA TAS,IDA TAS	H3-3B,NASP,ATRX,SMARCA5,RBBP4,RUVBL1,CENPU,CENPX,KNL1,HJURP,CENPH,CENPA,MIS18BP1,ASF1B,CENPK,CENPI,CENPO,ITGB3BP,CENPL,MIS18A,CENPQ,CENPM,CENPP,H4C5,H4C3	1.99780513676988
query_1	TRUE	0.0114083783211877	32	4664	21	0.00450257289879931	0.65625	GO:0000083	GO:BP	regulation of transcription involved in G1/S transition of mitotic cell cycle	14163	42	TAS,TAS,IC,TAS IEA,IMP,TAS,IMP TAS,TAS,IBA,TAS,IEA,TAS,TAS,IBA,TAS,TAS,IDA,TAS,TAS,IBA,TAS	PCNA,RRM2,ID2,RB1,ZPR1,DHFR,E2F1,CDC6,CDK14,POLA1,E2F6,CDC45,FBXO5,CDK5,TYMS,CDT1,E2F7,ORC1,CCNE1,CDK18,CCNA1	1.99281062392796
query_1	TRUE	0.0114083783211877	32	4664	21	0.00450257289879931	0.65625	GO:0031297	GO:BP	replication fork processing	14163	8276	IDA,ISS IEA,ISS IEA,IDA,IMP IBA,IMP,IMP,IDA,IMP,IMP IBA IEA,IDA,IBA,IMP,IDA IBA,IBA,IDA IMP IEA,IDA IBA,IDA IMP IBA,IDA IMP,IMP IBA,ISS	NUCKS1,ATRX,PCNA,RFWD3,CENPX,TONSL,DDX11,MRE11,THOC1,MMS22L,BLM,DNA2,BRCA2,ETAA1,ZGRF1,RAD51,ZRANB3,PRIMPOL,TRAIP,FANCM,RTEL1	1.99281062392796
