query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	evidence_codes	intersection	enrichment
query_1	TRUE	0.0244392395713098	5	4914	5	0.00101750101750102	1	GO:0006269	GO:BP	DNA replication, synthesis of RNA primer	18866	2294	IDA IEA,IDA ISS IEA,IEA,IDA IBA IEA,IDA IEA	POLA1,PRIM2,PRIMPOL,PRIM1,HELB	3.83923483923484
query_1	TRUE	1.38991685122624e-06	16	4914	15	0.00305250305250305	0.9375	GO:0070200	GO:BP	establishment of protein localization to telomere	18866	18763	IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IDA IEA,IMP TAS,IMP,IMP,IDA	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,DKC1,NABP2,POT1,BRCA2,ACD,WRAP53,CCT4,TERT	3.59928266178266
query_1	TRUE	0.000141743458245561	12	4914	11	0.00223850223850224	0.916666666666667	GO:1904867	GO:BP	protein localization to Cajal body	18866	27772	HMP,HMP,HMP,HMP,HMP,HMP,HMP,HMP,IDA,IDA TAS,HMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,DKC1,LARP7,WRAP53,CCT4	3.51929860263194
query_1	TRUE	0.000141743458245561	12	4914	11	0.00223850223850224	0.916666666666667	GO:1903405	GO:BP	protein localization to nuclear body	18866	26445	HMP,HMP,HMP,HMP,HMP,HMP,HMP,HMP,IDA,IDA TAS,HMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,DKC1,LARP7,WRAP53,CCT4	3.51929860263194
query_1	TRUE	0.000437093722089747	11	4914	10	0.00203500203500203	0.909090909090909	GO:0070203	GO:BP	regulation of establishment of protein localization to telomere	18866	18766	IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,DKC1,WRAP53,CCT4	3.49021349021349
query_1	TRUE	0.000437093722089747	11	4914	10	0.00203500203500203	0.909090909090909	GO:1904869	GO:BP	regulation of protein localization to Cajal body	18866	27774	HMP,HMP,HMP,HMP,HMP,HMP,HMP,HMP,IDA,HMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,DKC1,LARP7,CCT4	3.49021349021349
query_1	TRUE	0.000437093722089747	11	4914	10	0.00203500203500203	0.909090909090909	GO:1904871	GO:BP	positive regulation of protein localization to Cajal body	18866	27776	HMP,HMP,HMP,HMP,HMP,HMP,HMP,HMP,IDA,HMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,DKC1,LARP7,CCT4	3.49021349021349
query_1	TRUE	7.94978449091583e-07	19	4914	17	0.00345950345950346	0.894736842105263	GO:0090670	GO:BP	RNA localization to Cajal body	18866	21608	HMP,HMP,HMP,HMP,IMP HMP,IMP HMP,HMP,HMP,HMP,IMP HMP,IMP,HMP,HMP,HMP,HMP,IDA IMP HMP,IMP HMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,RUVBL2,RUVBL1,DKC1,DCP2,NHP2,NOP10,SHQ1,NAF1,WRAP53,CCT4	3.43510485615749
query_1	TRUE	7.94978449091583e-07	19	4914	17	0.00345950345950346	0.894736842105263	GO:0090671	GO:BP	telomerase RNA localization to Cajal body	18866	21609	HMP,HMP,HMP,HMP,IMP HMP,IMP HMP,HMP,HMP,HMP,IMP HMP,IMP,HMP,HMP,HMP,HMP,IMP HMP,IMP HMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,RUVBL2,RUVBL1,DKC1,DCP2,NHP2,NOP10,SHQ1,NAF1,WRAP53,CCT4	3.43510485615749
query_1	TRUE	7.94978449091583e-07	19	4914	17	0.00345950345950346	0.894736842105263	GO:0090685	GO:BP	RNA localization to nucleus	18866	21619	HMP,HMP,HMP,HMP,IMP HMP,IMP HMP,HMP,HMP,HMP,IMP HMP,IMP,HMP,HMP,HMP,HMP,IDA IMP HMP,IMP HMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,RUVBL2,RUVBL1,DKC1,DCP2,NHP2,NOP10,SHQ1,NAF1,WRAP53,CCT4	3.43510485615749
query_1	TRUE	7.94978449091583e-07	19	4914	17	0.00345950345950346	0.894736842105263	GO:0090672	GO:BP	telomerase RNA localization	18866	21610	HMP,HMP,HMP,HMP,IMP HMP,IMP HMP,HMP,HMP,HMP,IMP HMP,IMP,HMP,HMP,HMP,HMP,IMP HMP,IMP HMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,RUVBL2,RUVBL1,DKC1,DCP2,NHP2,NOP10,SHQ1,NAF1,WRAP53,CCT4	3.43510485615749
query_1	TRUE	2.45464505301877e-06	18	4914	16	0.00325600325600326	0.888888888888889	GO:0006271	GO:BP	DNA strand elongation involved in DNA replication	18866	2296	IBA,IBA,IBA,IBA,IBA,IBA,TAS,IBA,IBA,IDA IMP IBA,TAS,IBA TAS,IBA,TAS,IDA IEA,TAS	MCM3,MCM4,PCNA,POLD2,POLE,POLE3,RFC3,LIG3,LIG1,POLA1,RFC4,GINS1,POLD3,GINS2,DNA2,GINS3	3.41265319043097
query_1	TRUE	2.45464505301877e-06	18	4914	16	0.00325600325600326	0.888888888888889	GO:1904872	GO:BP	regulation of telomerase RNA localization to Cajal body	18866	27777	HMP,HMP,HMP,HMP,IMP HMP,IMP HMP,HMP,HMP,HMP,IMP HMP,IMP,HMP,HMP,HMP,HMP,IMP HMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,RUVBL2,RUVBL1,DKC1,DCP2,NHP2,NOP10,SHQ1,NAF1,CCT4	3.41265319043097
query_1	TRUE	0.00378875551032264	9	4914	8	0.00162800162800163	0.888888888888889	GO:0007144	GO:BP	female meiosis I	18866	3062	IEA,IEA,IEA,IEA,IEA,IEA,IBA IEA,ISS IEA	UBB,AURKA,FBXO5,TRIP13,CCNB2,MLH3,MEIOC,MEIOB	3.41265319043097
query_1	TRUE	4.15094823450975e-08	24	4914	21	0.00427350427350427	0.875	GO:0070199	GO:BP	establishment of protein localization to chromosome	18866	18762	IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IDA,IMP,IMP,IMP,IDA IEA,IMP TAS,IMP,IMP,IDA,IMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,RUVBL2,DKC1,MACROH2A1,PIH1D1,LRWD1,NABP2,MACROH2A2,POT1,BRCA2,ACD,WRAP53,CCT4,TERT,H1-5	3.35933048433048
query_1	TRUE	4.15094823450975e-08	24	4914	21	0.00427350427350427	0.875	GO:0022616	GO:BP	DNA strand elongation	18866	7631	IMP,IBA,IBA,IBA,IBA,IBA,IBA,TAS,IBA,IBA,IDA IMP IBA,IMP,TAS,IBA TAS,IBA,TAS,IDA IEA,IDA,ISS IEA,IDA,TAS	NUCKS1,MCM3,MCM4,PCNA,POLD2,POLE,POLE3,RFC3,LIG3,LIG1,POLA1,MRE11,RFC4,GINS1,POLD3,GINS2,DNA2,POT1,DCLRE1B,TERT,GINS3	3.35933048433048
query_1	TRUE	0.0113781561069846	8	4914	7	0.00142450142450142	0.875	GO:0033314	GO:BP	mitotic DNA replication checkpoint signaling	18866	9380	IBA,IDA,IBA,IMP IBA,IBA,IBA,ISS IBA IEA	TOPBP1,NAE1,CDC6,CLSPN,RAD17,ORC1,TICRR	3.35933048433048
query_1	TRUE	0.0113781561069846	8	4914	7	0.00142450142450142	0.875	GO:0046602	GO:BP	regulation of mitotic centrosome separation	18866	14273	IBA IEA,IMP,IDA,IGI,IMP TAS,IMP,IDA	RANBP1,KIF11,CHEK1,UBXN2B,NEK2,CEP85,KIF25	3.35933048433048
query_1	TRUE	6.95168312062955e-05	15	4914	13	0.00264550264550265	0.866666666666667	GO:0000076	GO:BP	DNA replication checkpoint signaling	18866	36	IBA,IBA,IDA,IBA TAS,IDA IMP IBA,TAS,IBA TAS,IDA IBA IEA,IMP,IBA,IBA TAS,IMP IBA IEA,ISS IBA IEA	TIMELESS,TOPBP1,NAE1,CDC6,CLSPN,CDC45,RAD17,CDT1,DNA2,ORC1,RAD9A,TIPIN,TICRR	3.32733686067019
query_1	TRUE	0.0325234091229587	7	4914	6	0.00122100122100122	0.857142857142857	GO:2000302	GO:BP	positive regulation of synaptic vesicle exocytosis	18866	29502	ISS IEA,IEA,IEA,ISS IEA,IEA,IEA	SLC4A8,CDK5,DNM1L,SYT1,CACNB2,CNR1	3.29077271934415
query_1	TRUE	0.0325234091229587	7	4914	6	0.00122100122100122	0.857142857142857	GO:0007135	GO:BP	meiosis II	18866	3053	IBA,IBA,IBA,IBA IEA,IEA,IBA	REC8,BUB1B,BUB1,SGO2,RAD51C,SGO1	3.29077271934415
query_1	TRUE	0.0325234091229587	7	4914	6	0.00122100122100122	0.857142857142857	GO:0051177	GO:BP	meiotic sister chromatid cohesion	18866	15692	IBA,IBA,IBA,IBA IEA,IEA,IBA	REC8,BUB1B,BUB1,SGO2,RAD51C,SGO1	3.29077271934415
query_1	TRUE	0.0325234091229587	7	4914	6	0.00122100122100122	0.857142857142857	GO:0051096	GO:BP	positive regulation of helicase activity	18866	15619	IDA,IDA IBA,IDA,IDA IBA,IDA,IDA	MSH2,SSBP1,CHTOP,MSH3,POT1,MSH6	3.29077271934415
query_1	TRUE	0.0325234091229587	7	4914	6	0.00122100122100122	0.857142857142857	GO:0061983	GO:BP	meiosis II cell cycle process	18866	18538	IBA,IBA,IBA,IBA IEA,IEA,IBA	REC8,BUB1B,BUB1,SGO2,RAD51C,SGO1	3.29077271934415
query_1	TRUE	0.0325234091229587	7	4914	6	0.00122100122100122	0.857142857142857	GO:0045144	GO:BP	meiotic sister chromatid segregation	18866	13188	IBA,IBA,IBA,IBA IEA,IEA,IBA	REC8,BUB1B,BUB1,SGO2,RAD51C,SGO1	3.29077271934415
query_1	TRUE	0.0325234091229587	7	4914	6	0.00122100122100122	0.857142857142857	GO:0071169	GO:BP	establishment of protein localization to chromatin	18866	19295	IMP,IMP,IMP,IDA,IMP,IMP	RUVBL2,MACROH2A1,PIH1D1,LRWD1,MACROH2A2,H1-5	3.29077271934415
query_1	TRUE	0.00058181215738674	13	4914	11	0.00223850223850224	0.846153846153846	GO:1904816	GO:BP	positive regulation of protein localization to chromosome, telomeric region	18866	27728	IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,GNL3,DKC1,WRAP53,CCT4	3.2485833255064
query_1	TRUE	0.00161555085487299	12	4914	10	0.00203500203500203	0.833333333333333	GO:0070202	GO:BP	regulation of establishment of protein localization to chromosome	18866	18765	IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,DKC1,WRAP53,CCT4	3.19936236602903
query_1	TRUE	0.000660206693083883	15	4914	12	0.00244200244200244	0.8	GO:1904814	GO:BP	regulation of protein localization to chromosome, telomeric region	18866	27726	IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IDA,IMP,IMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,GNL3,DKC1,MACROH2A1,WRAP53,CCT4	3.07138787138787
query_1	TRUE	0.0125994154681386	10	4914	8	0.00162800162800163	0.8	GO:0045039	GO:BP	protein insertion into mitochondrial inner membrane	18866	13128	ISS,IBA TAS,ISS TAS,IBA,IDA,IDA ISS IBA IEA,IDA IMP IBA,TAS	TOMM70,TIMM13,TIMM8B,ROMO1,AGK,TIMM10,TIMM29,TIMM8A	3.07138787138787
query_1	TRUE	0.00173943333830292	14	4914	11	0.00223850223850224	0.785714285714286	GO:1990173	GO:BP	protein localization to nucleoplasm	18866	28854	HMP,HMP,HMP,HMP,HMP,HMP,HMP,HMP,IDA,IDA TAS,HMP	CCT3,CCT6A,CCT5,CCT7,CCT2,TCP1,CCT8,DKC1,LARP7,WRAP53,CCT4	3.0165416593988
query_1	TRUE	0.0330562549407174	9	4914	7	0.00142450142450142	0.777777777777778	GO:0071600	GO:BP	otic vesicle morphogenesis	18866	19651	ISS,ISS,IEA,ISS,IEA,IEA,IEA	PROX1,CEP290,EYA1,FGFR2,STOX1,HESX1,TCAP	2.9860715416271
query_1	TRUE	0.0330562549407174	9	4914	7	0.00142450142450142	0.777777777777778	GO:0034427	GO:BP	nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	18866	9940	IBA,IEA,IBA,IBA,IBA,IBA,IBA	EXOSC6,DIS3L2,EXOSC2,EXOSC9,EXOSC8,EXOSC4,EXOSC7	2.9860715416271
query_1	TRUE	0.0330562549407174	9	4914	7	0.00142450142450142	0.777777777777778	GO:0072711	GO:BP	cellular response to hydroxyurea	18866	20475	ISS IEA,IMP,IMP,IMP,ISS,IDA,IEA	ATRX,TIMELESS,DDI2,DDX11,FMR1,BLM,RAD51	2.9860715416271
query_1	TRUE	0.0330562549407174	9	4914	7	0.00142450142450142	0.777777777777778	GO:0016078	GO:BP	tRNA catabolic process	18866	5695	ISS IEA,IBA,IBA,IBA,IDA,IBA,ISS IEA	NSUN2,EXOSC2,EXOSC9,EXOSC8,POP1,EXOSC7,TRDMT1	2.9860715416271
query_1	TRUE	0.0330562549407174	9	4914	7	0.00142450142450142	0.777777777777778	GO:0031125	GO:BP	rRNA 3'-end processing	18866	8198	IBA,IBA,IBA,ISS IBA,IBA,IBA,IBA	RPS21,EXOSC2,EXOSC9,ERI1,EXOSC8,ERI2,EXOSC7	2.9860715416271
query_1	TRUE	0.0330562549407174	9	4914	7	0.00142450142450142	0.777777777777778	GO:0070601	GO:BP	centromeric sister chromatid cohesion	18866	19007	IDA,NAS,IBA,IBA,IEA,IMP IEA,IMP IEA	NAA50,CTCF,BUB1B,BUB1,SGO2,AXIN2,SGO1	2.9860715416271
query_1	TRUE	3.7202580793991e-05	22	4914	17	0.00345950345950346	0.772727272727273	GO:0006297	GO:BP	nucleotide-excision repair, DNA gap filling	18866	2322	TAS,TAS,TAS,TAS,TAS,IMP IBA,IMP IBA TAS IC,TAS,TAS,TAS,TAS,TAS,TAS,TAS,IMP IBA TAS,TAS,TAS	RPS27A,PCNA,UBB,POLD2,RPA1,POLE,POLD1,RPA2,RFC3,RFC2,LIG3,LIG1,RPA3,RFC4,POLD3,RFC5,UBA52	2.96668146668147
query_1	TRUE	0.0122789787907103	12	4914	9	0.00183150183150183	0.75	GO:0007100	GO:BP	mitotic centrosome separation	18866	3022	IBA IEA,IMP IEA,IDA,IGI,IEA,IMP TAS,IBA,IMP,IDA	RANBP1,KIF11,CHEK1,UBXN2B,AURKA,NEK2,NDE1,CEP85,KIF25	2.87942612942613
query_1	TRUE	0.0122789787907103	12	4914	9	0.00183150183150183	0.75	GO:1904667	GO:BP	negative regulation of ubiquitin protein ligase activity	18866	27591	IDA,IDA,IEA,IEA,IEA,IDA,IDA IMP,IDA,IMP	RPL23,RPS7,RPS20,RPL37,RPS15,MAD2L1,FBXO5,MAD2L2,USP44	2.87942612942613
query_1	TRUE	1.77429805351781e-09	46	4914	34	0.00691900691900692	0.739130434782609	GO:0006270	GO:BP	DNA replication initiation	18866	2295	IBA TAS IEA,IBA TAS IEA,TAS IEA,TAS,IBA,IMP IBA TAS IEA,TAS,IBA TAS IEA,TAS,TAS,IBA,IBA TAS IEA,TAS,TAS IEA,IBA,IDA IBA TAS,TAS,IBA TAS IEA,TAS,IMP IBA TAS,TAS,TAS,IDA IBA TAS IEA,TAS,IBA TAS,TAS,IBA TAS,IBA TAS,IEA,TAS,TAS,IBA,IEA,IMP IBA	MCM3,MCM4,MCM6,RPA1,TOPBP1,MCM2,POLE,MCM5,POLE3,RPA2,WDR18,MCM10,LRWD1,CDC6,NOC3L,POLA1,DBF4,CDC45,GMNN,ORC4,ORC2,RPA3,CDT1,PRIM2,ORC6,CDC7,ORC5,ORC1,CCNE1,PRIM1,POLE2,GINS3,CCNE2,TICRR	2.83769531595619
query_1	TRUE	0.00438242209033016	15	4914	11	0.00223850223850224	0.733333333333333	GO:1902969	GO:BP	mitotic DNA replication	18866	26057	IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA,IMP,IEA,IBA	MCM3,MCM4,MCM6,MCM2,LIG1,POLA1,CDC45,GINS1,BRCA2,RAD51,GINS3	2.81543888210555
query_1	TRUE	0.00438242209033016	15	4914	11	0.00223850223850224	0.733333333333333	GO:0000463	GO:BP	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	18866	207	IBA,IBA,IBA IEA,IBA,IEA,IMP IBA IEA,IMP IBA IEA,IBA,IBA,IBA,IBA	RPL35,FTSJ3,RPL7L1,DDX18,GTPBP4,BOP1,WDR12,RPF2,NIFK,NOL9,ZNHIT3	2.81543888210555
query_1	TRUE	0.0309473854370279	11	4914	8	0.00162800162800163	0.727272727272727	GO:0051095	GO:BP	regulation of helicase activity	18866	15618	IDA,IDA IBA,IEA,IDA,IDA,IDA IBA,IDA,IDA	MSH2,SSBP1,MCM2,CHTOP,SIRT1,MSH3,POT1,MSH6	2.79217079217079
query_1	TRUE	0.0309473854370279	11	4914	8	0.00162800162800163	0.727272727272727	GO:0000727	GO:BP	double-strand break repair via break-induced replication	18866	261	IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA	MCM3,MCM4,MCM6,MCM2,MCM5,CDC45,GINS2,CDC7	2.79217079217079
query_1	TRUE	0.0309473854370279	11	4914	8	0.00162800162800163	0.727272727272727	GO:0051573	GO:BP	negative regulation of histone H3-K9 methylation	18866	15987	IMP,IMP,IDA IEA,IEA,IEA,ISS,IMP,IEA	DNMT1,PIH1D1,BRCA1,SIRT1,PAX5,KDM1A,DNMT3B,KDM4D	2.79217079217079
query_1	TRUE	0.0309473854370279	11	4914	8	0.00162800162800163	0.727272727272727	GO:0099150	GO:BP	regulation of postsynaptic specialization assembly	18866	22341	IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA	LRRC4B,GAP43,NRXN1,LRFN1,PTPRD,CBLN1,NTRK3,GRID2	2.79217079217079
query_1	TRUE	0.00160052121603442	18	4914	13	0.00264550264550265	0.722222222222222	GO:0034501	GO:BP	protein localization to kinetochore	18866	9984	IMP,IPI,IDA,IMP IBA IEA,IDA IBA IEA,IBA IEA,IMP,IMP,IMP,IBA,IMP,IMP IBA,IMP IBA	RCC2,BUB3,CDK1,SPDL1,KNL1,TTK,NDC80,AURKB,CDT1,MIS12,ZWILCH,MTBP,CENPQ	2.77278071722516
query_1	TRUE	0.00160052121603442	18	4914	13	0.00264550264550265	0.722222222222222	GO:1903083	GO:BP	protein localization to condensed chromosome	18866	26169	IMP,IPI,IDA,IMP IBA IEA,IDA IBA IEA,IBA IEA,IMP,IMP,IMP,IBA,IMP,IMP IBA,IMP IBA	RCC2,BUB3,CDK1,SPDL1,KNL1,TTK,NDC80,AURKB,CDT1,MIS12,ZWILCH,MTBP,CENPQ	2.77278071722516
query_1	TRUE	0.000598184596309125	21	4914	15	0.00305250305250305	0.714285714285714	GO:0042276	GO:BP	error-prone translesion synthesis	18866	11684	TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,IDA,IBA,TAS	RPS27A,PCNA,UBB,RPA1,RPA2,RFC3,RFC2,MAD2L2,RPA3,POLI,RFC4,RFC5,PRIMPOL,POLE2,UBA52	2.74231059945346
query_1	TRUE	0.000217157348737096	24	4914	17	0.00345950345950346	0.708333333333333	GO:0071459	GO:BP	protein localization to chromosome, centromeric region	18866	19536	IMP,IPI,IMP,IMP,IDA,IEA,IMP IBA IEA,IDA IBA IEA,IBA IEA,IMP,IDA,IMP,IMP,IBA,IMP,IMP IBA,IMP IBA	RCC2,BUB3,RB1,CTCF,CDK1,BUB1B,SPDL1,KNL1,TTK,NDC80,CENPA,AURKB,CDT1,MIS12,ZWILCH,MTBP,CENPQ	2.71945801112468
query_1	TRUE	5.54907683247078e-11	63	4914	44	0.00895400895400895	0.698412698412698	GO:0044786	GO:BP	cell cycle DNA replication	18866	13032	ISS IEA,IBA,IBA,ISS TAS IEA,IBA,TAS,TAS,IBA,IBA,ISS IEA,TAS,TAS,TAS,TAS,IBA,IBA TAS,IBA,TAS,IBA,IMP,IDA,TAS,TAS,IBA,TAS,TAS,IDA IBA IEA,TAS,TAS,ISS TAS IEA,IMP,TAS,ISS IEA,IMP,TAS,IEA,IMP IBA,IBA,TAS,TAS,IBA,IEA,TAS,ISS	ATRX,MCM3,MCM4,PCNA,MCM6,POLD2,RPA1,MCM2,MCM5,ZPR1,POLD1,RPA2,RFC3,RFC2,LIG1,POLA1,DBF4,CHTF18,CDC45,FBXO5,GMNN,RPA3,RFC4,GINS1,POLD3,RFC5,CDT1,PRIM2,BLM,DNA2,CDC7,POT1,E2F7,BRCA2,ACD,RAD51,DBF4B,DONSON,PRIM1,TIPIN,GINS3,DACH1,DSCC1,RTEL1	2.68137036391005
query_1	TRUE	0.0273166178021297	13	4914	9	0.00183150183150183	0.692307692307692	GO:0051299	GO:BP	centrosome separation	18866	15788	IBA IEA,IMP IEA,IDA,IGI,IEA,IDA IMP TAS,IBA,IMP,IDA	RANBP1,KIF11,CHEK1,UBXN2B,AURKA,NEK2,NDE1,CEP85,KIF25	2.65793181177797
query_1	TRUE	0.0273166178021297	13	4914	9	0.00183150183150183	0.692307692307692	GO:0021681	GO:BP	cerebellar granular layer development	18866	7244	IEA,ISS IEA,ISS IEA,IEA,ISS,IBA IEA,ISS,ISS IEA,ISS IEA	MDK,PROX1,KIF14,MTPN,TTBK2,CEND1,NRXN1,CBLN1,GRID2	2.65793181177797
query_1	TRUE	0.0273166178021297	13	4914	9	0.00183150183150183	0.692307692307692	GO:2000232	GO:BP	regulation of rRNA processing	18866	29432	IMP,IMP,IMP,IMP,IMP,IMP,IDA,IDA,IMP	TRMT112,HEATR1,WDR43,BUD23,WDR75,RIOK1,SHQ1,SIRT7,UTP15	2.65793181177797
query_1	TRUE	9.80381623384175e-10	60	4914	41	0.00834350834350834	0.683333333333333	GO:0033260	GO:BP	nuclear DNA replication	18866	9354	ISS IEA,IBA,IBA,ISS TAS IEA,IBA,TAS,TAS,IBA,IBA,TAS,TAS,TAS,TAS,IBA,IBA TAS,IBA,TAS,IBA,IDA,TAS,TAS,IBA,TAS,TAS,IDA IBA IEA,TAS,TAS,ISS TAS IEA,IMP,TAS,IMP,TAS,IEA,IMP IBA,IBA,TAS,TAS,IBA,IEA,TAS,ISS	ATRX,MCM3,MCM4,PCNA,MCM6,POLD2,RPA1,MCM2,MCM5,POLD1,RPA2,RFC3,RFC2,LIG1,POLA1,DBF4,CHTF18,CDC45,GMNN,RPA3,RFC4,GINS1,POLD3,RFC5,CDT1,PRIM2,BLM,DNA2,CDC7,POT1,BRCA2,ACD,RAD51,DBF4B,DONSON,PRIM1,TIPIN,GINS3,DACH1,DSCC1,RTEL1	2.62347714014381
